"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot"
"R_3hEkK86igwKJcBO",1,1,1,1,0,"sam","diagnostic","NA",56,1,NA,NA,1,-1.57404003850351
"R_pAiD1wS4SsK8tqh",2,2,4,2,25,"sam","diagnostic","NA",23,2,7,5,2.5,0.0206749178193232
"R_30jcyXQmK5xDhby",1,1,4,4,20,"sam","diagnostic","NA",27,2,7,2,2.5,-0.13301696267629
"R_2DUgU6RooxgPNBo",2,2,1,1,10,"sam","diagnostic","NA",20,1,7,5,1.5,-0.991237759564028
"R_2D7gtUrRk5QKy4b",2,1,2,1,20,"sam","diagnostic","NA",27,2,5,2,1.5,-0.683853998572802
"R_Dohe9c2g131HZ3H",2,2,2,2,17,"sam","diagnostic","NA",19,2,7,2,2,-0.500650608921914
"R_1Nh3UPMAnUcoQnx",1,1,1,1,0,"sam","diagnostic","NA",18,1,7,2,1,-1.57404003850351
"R_yU5afFjJFZ6SAgN",1,1,1,1,11,"sam","diagnostic","NA",22,2,NA,NA,1,-1.23591790141316
"R_2SiskkQfSy5CYg7",1,1,1,1,5,"sam","diagnostic","NA",46,2,1,2,1,-1.4203481580079
"R_3I6Ulx1X6uwwCI5",1,2,3,1,26,"sam","diagnostic","NA",19,2,6,2,1.75,-0.361714483003939
"R_1QuUqFOM71AiWp6",1,1,3,1,0,"sam","diagnostic","NA",19,1,2,2,1.5,-1.29862152055525
"R_SPOFownHDS9iEdH",2,2,3,2,25,"sam","diagnostic","NA",20,2,7,5,2.25,-0.117034341154805
"R_UGce5ihdb1Xl9O9",3,3,3,2,31,"sam","diagnostic","NA",47,2,1,2,2.75,0.342814433388187
"R_1DCEvrROIcsNzPx",1,2,3,3,0,"sam","diagnostic","NA",19,2,7,2,2.25,-0.88549374363287
"R_3G6VS5i8JOM9NvJ",2,1,1,1,35,"sam","diagnostic","NA",18,2,7,5,1.25,-0.360487616060092
"R_2bKuDLOnmGL7GKF",3,3,3,3,37,"sam","diagnostic","NA",29,1,7,2,3,0.664953948957051
"R_3OcQF1FBbMEjKB2",2,2,3,2,20,"sam","diagnostic","NA",51,2,7,2,2.25,-0.270726221650418
"R_22XQMloQkq9bBVz",1,1,5,1,0,"sam","diagnostic","NA",19,2,6,5,2,-1.023203002607
"R_2tzo61BObPjJPQa",3,4,4,3,50,"sam","diagnostic","NA",36,2,7,5,3.5,1.3399713561939
"R_1fkl401LHEHzhJo",2,2,2,3,15,"sam","diagnostic","NA",19,1,1,5,2.25,-0.424418102146031
"R_1eIELsKujujaJAF",1,1,2,1,10,"sam","diagnostic","NA",19,2,7,2,1.25,-1.12894701853816
"R_3FVC8o83xReK10a",2,2,2,2,15,"sam","diagnostic","NA",24,2,7,2,2,-0.562127361120159
"R_22PlznZok1yrN4K",1,2,3,1,5,"sam","diagnostic","NA",21,2,2,2,1.75,-1.00722038108551
"R_215pBkJdZOkvuRB",1,1,1,1,0,"sam","diagnostic","NA",21,1,7,2,1,-1.57404003850351
"R_3qyvTjNDr9NL0se",2,2,6,2,23,"sam","diagnostic","NA",19,1,7,2,3,0.234616683569334
"R_yjBI8yZ5UFQEDuN",4,3,4,4,45,"sam","diagnostic","NA",19,1,2,2,3.75,1.32398873467242
"R_W8PmvVIVI8vY7nP",3,3,3,3,10,"sam","diagnostic","NA",26,1,5,4,3,-0.164982205719259
"R_2PurvWYCPARx9ZI",1,1,1,1,11,"sam","diagnostic","NA",25,2,7,2,1,-1.23591790141316
"R_1qURMkkGMIGFepK",3,2,4,2,18,"sam","diagnostic","NA",20,2,7,5,2.75,-0.0567844559004068
"R_2xQuxfVmKzuXzEh",2,2,4,2,15,"sam","diagnostic","NA",18,2,7,2,2.5,-0.286708843171903
"R_25ZMfQhjhyl0HaW",1,1,4,1,19,"sam","diagnostic","NA",20,2,7,2,1.75,-0.576883115697797
"R_1IWYMjWylwhe74d",2,2,3,2,10,"sam","diagnostic","NA",26,2,7,5,2.25,-0.578109982641644
"R_yDf0BQSLLw8Ydqh",2,2,3,2,10,"sam","diagnostic","NA",26,1,3,2,2.25,-0.578109982641644
"R_1oHHC794p0hoKSp",3,3,4,4,39,"sam","diagnostic","NA",19,2,7,2,3.5,1.00184921910355
"R_1JKEOCoYbbSYdM3",7,4,4,4,50,"sam","diagnostic","NA",29,2,7,2,4.75,2.02851765106454
"R_3qy6nGd8TSqNUiF",2,2,2,2,25,"sam","diagnostic","NA",23,1,7,2,2,-0.254743600128933
"R_1F2pQNZEgKodDHD",1,1,1,3,0,"sam","diagnostic","NA",18,1,7,2,1.5,-1.29862152055525
"R_bDu5nEds4JJwrQZ",3,3,2,3,0,"robin","non-diagnostic","ND1",25,1,7,2,2.75,-0.610075225684613
"R_1JUC97i2UNZV5GY",1,1,1,1,3,"robin","non-diagnostic","ND1",19,3,7,5,1,-1.48182491020614
"R_2rOTs15tqRQwV9K",1,1,1,1,1,"robin","non-diagnostic","ND1",19,1,7,2,1,-1.54330166240439
"R_2uwlynXLtiMStnr",1,1,1,1,0,"robin","non-diagnostic","ND1",20,1,7,2,1,-1.57404003850351
"R_erKQyfWZ9q2Z56N",5,3,5,5,33,"robin","non-diagnostic","ND1",28,2,5,5,4.5,1.36825599840533
"R_2xWNcMUACVyQDvc",3,3,3,3,35,"robin","non-diagnostic","ND1",19,1,7,2,3,0.603477196758805
"R_ujF7pt9dJhzEVgt",4,2,1,4,46,"robin","non-diagnostic","ND1",29,1,1,2,2.75,0.803890074875026
"R_1I5hwVc8RikhWdH",1,1,1,2,8,"robin","non-diagnostic","ND1",40,1,7,5,1.25,-1.1904237707364
"R_OwI8g6B8uW8YHAJ",4,3,2,3,35,"robin","non-diagnostic","ND1",22,2,7,5,3,0.603477196758805
"R_1CjUYQNygqULYxG",1,1,1,3,23,"robin","non-diagnostic","ND1",19,1,2,2,1.5,-0.591638870275435
"R_2rNoDXoOhs1COP6",2,2,1,2,13,"robin","non-diagnostic","ND1",21,2,7,2,1.75,-0.761313372292532
"R_2ctiTMeueCwjoPv",1,1,1,1,9,"robin","non-diagnostic","ND1",23,1,7,4,1,-1.29739465361141
"R_1CdMbKoyF0CVm8z",4,3,2,3,28,"robin","non-diagnostic","ND1",39,2,7,2,3,0.388308564064947
"R_0pTZcsGybJfQdUZ",1,1,2,1,0,"robin","non-diagnostic","ND1",18,3,7,2,1.25,-1.43633077952938
"R_1DLP0DLmpJ7REKM",2,1,1,1,11,"robin","non-diagnostic","ND1",19,2,7,2,1.25,-1.09820864243903
"R_3O1X5fc0veE5kRg",1,1,2,1,0,"robin","non-diagnostic","ND1",25,1,2,2,1.25,-1.43633077952938
"R_3NxpX8mpVRXVGeD",4,3,2,2,30,"robin","non-diagnostic","ND1",19,2,7,2,2.75,0.312076057289064
"R_115tFFwTvBaHTwP",2,3,1,2,22,"robin","non-diagnostic","ND1",25,1,7,5,2,-0.346958728426301
"R_2YG29dlgKspbG2x",4,4,3,3,35,"robin","non-diagnostic","ND1",47,2,7,5,3.5,0.878895714707062
"R_26gVT5rK8ov5wp6",4,2,3,4,39,"robin","non-diagnostic","ND1",20,2,7,5,3.25,0.864139960129424
"R_1gthlB8EgozM7ZB",2,2,2,2,9,"robin","non-diagnostic","ND1",56,1,1,2,2,-0.746557617714895
"R_3iOTTwFh7Jr0gMs",2,1,1,1,14,"robin","non-diagnostic","ND1",20,1,7,2,1.25,-1.00599351414167
"R_2SeRzoT13seY90C",2,1,1,2,5,"robin","non-diagnostic","ND1",18,1,3,2,1.5,-1.14492964005964
"R_27VtWpPnu7kfXnv",1,1,1,1,0,"robin","non-diagnostic","ND1",28,1,7,5,1,-1.57404003850351
"R_1nZzAd0VsA2AwcC",1,1,1,1,20,"robin","non-diagnostic","ND1",40,1,7,2,1,-0.959272516521059
"R_2EBuQYfjF5MVrNt",1,2,1,2,11,"robin","non-diagnostic","ND1",20,1,7,2,1.5,-0.960499383464906
"R_UymjWGrMYRzw73b",2,2,2,2,14,"robin","non-diagnostic","ND1",20,2,1,2,2,-0.592865737219282
"R_bmBeQII7efeZBYZ",1,1,1,1,5,"robin","non-diagnostic","ND1",19,2,7,5,1,-1.4203481580079
"R_2ZQ4rvWdxIauIgL",1,1,1,1,0,"robin","non-diagnostic","ND1",18,1,6,2,1,-1.57404003850351
"R_YQdeUXw3n1FQAIF",1,1,1,1,0,"robin","non-diagnostic","ND1",24,2,7,5,1,-1.57404003850351
"R_2TRvTnlnLCFUjO7",1,1,1,1,0,"robin","non-diagnostic","ND1",20,2,2,5,1,-1.57404003850351
"R_740zTljtP230Nep",2,2,3,3,16,"robin","non-diagnostic","ND1",34,2,7,2,2.5,-0.25597046707278
"R_1rc81dd8tZhEG1e",2,2,2,2,20,"robin","non-diagnostic","ND1",25,2,7,2,2,-0.408435480624546
"R_1LA529Npp8MAbrL",4,4,3,4,30,"robin","non-diagnostic","ND1",24,2,7,5,3.75,0.862913093185577
"R_2RQzWOhpDAB2BOV",3,4,4,3,30,"robin","non-diagnostic","ND1",21,1,7,2,3.5,0.725203834211449
"R_3j8wHfhCxs2wgMo",2,3,2,3,24,"robin","non-diagnostic","ND1",21,1,7,5,2.5,-0.0100634582797994
"R_3rOGjg1fexaQxPX",2,2,3,2,35,"robin","non-diagnostic","ND1",19,1,7,5,2.25,0.190349419836421
"R_2uDMUdemubzVy1m",2,2,1,2,8,"robin","non-diagnostic","ND1",31,1,5,2,1.75,-0.915005252788145
"R_23fctR8hmsJxSpl",1,2,2,2,22,"robin","non-diagnostic","ND1",21,1,7,2,1.75,-0.484667987400429
"R_3CTsex57gcrXn73",3,3,2,3,30,"robin","non-diagnostic","ND1",21,2,7,2,2.75,0.312076057289064
"R_1PXcq9IdvtOAChD",3,4,2,4,46,"robin","non-diagnostic","ND1",19,2,5,2,3.25,1.07930859282328
"R_8p7xh1OR6Zibrwt",3,1,1,1,0,"robin","non-diagnostic","ND1",18,2,5,5,1.5,-1.29862152055525
"R_2YKPwkVgu7zEfDT",3,2,2,2,25,"robin","non-diagnostic","ND1",32,1,2,2,2.25,-0.117034341154805
"R_1mDvHDCyYdj9eL7",2,3,2,3,30,"robin","non-diagnostic","ND1",22,1,7,2,2.5,0.174366798314936
"R_3DhbczaZsG0oMfM",2,1,2,2,17,"robin","non-diagnostic","ND1",26,1,7,5,1.75,-0.638359867896042
"R_1Fhp0cRNCkvAh6X",1,1,1,1,0,"robin","non-diagnostic","ND1",20,2,7,5,1,-1.57404003850351
"R_3GDiX6uziiQcPBY",7,4,4,4,51,"robin","non-diagnostic","ND1",42,2,7,2,4.75,2.05925602716366
"R_Ai0ovnKbhSidONj",2,1,1,3,24,"robin","non-diagnostic","ND1",18,2,6,5,1.75,-0.423191235202184
"R_3G2PeBUDXX19Jmo",1,1,2,2,9,"robin","non-diagnostic","ND1",53,1,7,5,1.5,-1.02197613566315
"R_3R7K63QOB2E6o6U",7,7,7,7,90,"robin","non-diagnostic","ND1",25,1,1,1,7,4.4974360257966
"R_pEu9tN3tXNVd2cV",2,3,1,2,21,"robin","non-diagnostic","ND1",18,2,7,2,2,-0.377697104525423
"R_1Clq4lVVfl67Cxn",1,1,1,1,0,"robin","non-diagnostic","ND1",24,2,7,5,1,-1.57404003850351
"R_1DT05mFZIJ9mO6L",4,3,3,3,30,"robin","non-diagnostic","ND1",20,2,2,2,3.25,0.587494575237321
"R_2VD5jqOsLPxm1Yx",1,1,1,1,10,"robin","non-diagnostic","ND1",19,2,5,2,1,-1.26665627751228
"R_O9hRMip0eJsczQd",1,1,1,1,0,"robin","non-diagnostic","ND1",27,2,7,2,1,-1.57404003850351
"R_2WG388auznr4lIh",3,3,2,3,21,"robin","non-diagnostic","ND1",20,2,5,2,2.75,0.035430672396961
"R_3neeHwCRBV4Jxwk",2,2,2,2,30,"robin","non-diagnostic","ND1",20,1,4,2,2,-0.10105171963332
"R_1mjYW82qN8kNlti",2,1,1,2,0,"robin","non-diagnostic","ND1",19,2,7,5,1.5,-1.29862152055525
"R_Q9XCnvvSrWktqtH",3,2,2,2,19,"robin","non-diagnostic","ND1",24,2,7,2,2.25,-0.30146459774954
"R_2OPFQ7LykO2p3f2",2,2,2,2,10,"robin","non-diagnostic","ND1",54,2,7,5,2,-0.715819241615772
"R_2wMjRfqhBDrLXzo",3,2,3,2,7,"robin","non-diagnostic","ND1",19,2,7,2,2.5,-0.532615851964883
"R_vf7Ra4AQDs4wPBL",3,3,1,3,19,"robin","non-diagnostic","ND1",20,2,4,2,2.5,-0.163755338775412
"R_2xFPg1uHDctsGIy",2,5,2,4,50,"robin","non-diagnostic","ND1",33,2,2,2,3.25,1.20226209721977
"R_1fiJYHUXTnsNQFe",2,3,3,3,17,"robin","non-diagnostic","ND1",26,2,1,2,2.75,-0.0875228319995294
"R_2tKExu9SaumO8wu",1,1,1,1,100,"robin","non-diagnostic","ND1",74,1,2,5,1,1.49979757140875
"R_VX7KbzEvIBI5Qtz",3,3,2,3,25,"robin","non-diagnostic","ND1",22,1,7,2,2.75,0.158384176793451
"R_2P1HHKCP2oINBmj",1,1,1,1,0,"robin","non-diagnostic","ND1",19,1,7,2,1,-1.57404003850351
"R_5mN80NJUYNykt6F",1,2,1,1,12,"robin","non-diagnostic","ND1",22,2,7,5,1.25,-1.06747026633991
"R_2DZcnalmBk1g5zY",2,2,1,2,25,"robin","non-diagnostic","ND1",35,1,7,2,1.75,-0.392452859103061
"R_33yk1ddGLkXjNI4",4,2,3,3,21,"robin","non-diagnostic","ND1",20,1,3,2,3,0.173139931371089
"R_ZIdRZ8Cd7AKrNbX",2,2,1,1,4,"robin","non-diagnostic","ND1",26,1,1,5,1.5,-1.17566801615876
"R_OwyIq3pe7KdbLKp",4,3,3,3,52,"robin","non-diagnostic","ND1",21,3,7,2,3.25,1.26373884941802
"R_ZKa0g5ovNe3NylH",5,3,3,3,40,"robin","non-diagnostic","ND1",22,2,7,5,3.5,1.03258759520267
"R_3CNpnklSY9KVl4V",1,2,1,1,9,"robin","non-diagnostic","ND1",20,1,7,2,1.25,-1.15968539463728
"R_1NlYv2OV6nh9huu",1,1,1,1,0,"robin","non-diagnostic","ND1",21,1,5,2,1,-1.57404003850351
"R_1r2OERqjIB02HiF",2,2,2,2,9,"robin","non-diagnostic","ND1",29,2,7,2,2,-0.746557617714895
"R_2R1D7uMg8Acnkhs",2,3,1,2,19,"robin","non-diagnostic","ND1",27,1,7,5,2,-0.439173856723669
"R_1rJIav55aBvSY9X",1,1,1,1,0,"robin","non-diagnostic","ND1",22,3,7,5,1,-1.57404003850351
"R_1rGkRjrUyYNPvPv",1,1,1,1,3,"robin","non-diagnostic","ND1",33,1,7,2,1,-1.48182491020614
"R_qRz0jTmq8Kxjh61",2,3,3,3,30,"robin","non-diagnostic","ND1",21,2,7,2,2.75,0.312076057289064
"R_1jDrUNKmdBzaAn4",2,2,2,2,15,"robin","non-diagnostic","ND1",31,2,7,5,2,-0.562127361120159
"R_1KkJw9YUkGYFcRu",1,1,1,1,5,"robin","non-diagnostic","ND1",46,1,7,5,1,-1.4203481580079
"R_1ZFhZcg8Fs14jqF",2,2,3,2,13,"robin","non-diagnostic","ND1",21,1,5,5,2.25,-0.485894854344276
"R_239sAuBJ7IpPlv0",2,3,1,3,14,"robin","non-diagnostic","ND1",20,2,7,5,2.25,-0.455156478245153
"R_5uW8q3ossHdSvG9",2,3,3,3,9,"robin","non-diagnostic","ND1",26,2,7,5,2.75,-0.33342984079251
"R_3qO1udAahxmuiof",2,2,2,2,10,"robin","non-diagnostic","ND1",41,1,7,2,2,-0.715819241615772
"R_6sckwKAbLNfrLuV",1,1,1,1,15,"robin","non-diagnostic","ND1",23,1,7,2,1,-1.11296439701667
"R_1jez3gRd0xbjOHS",3,3,4,3,38,"robin","non-diagnostic","ND1",32,1,7,2,3.25,0.833401584030301
"R_2v21we7asbpG22W",2,2,1,2,17,"robin","non-diagnostic","ND1",18,1,7,5,1.75,-0.638359867896042
"R_2bUcGH1B6lShKVa",3,2,2,3,15,"robin","non-diagnostic","ND1",19,1,7,2,2.5,-0.286708843171903
"R_2b35ikfJv6jfi2u",3,2,1,4,0,"robin","non-diagnostic","ND1",43,2,7,5,2.5,-0.747784484658742
"R_279yAMRU9m2HIjS",3,2,3,3,40,"robin","non-diagnostic","ND1",27,2,1,2,2.75,0.61945981828029
"R_2toh6WB5atSoeoi",3,4,3,3,50,"robin","non-diagnostic","ND1",20,2,7,2,3.25,1.20226209721977
"R_AvAjpRQCGAR81dT",2,2,1,2,20,"robin","non-diagnostic","ND1",20,2,7,2,1.75,-0.546144739598674
"R_1irFPYYuSuo8JEx",2,2,3,2,19,"robin","non-diagnostic","ND1",42,1,7,5,2.25,-0.30146459774954
"R_C95fLG8Jocqvrm9",3,3,2,3,25,"robin","non-diagnostic","ND1",21,2,7,2,2.75,0.158384176793451
"R_u7EibYliOpURx2V",1,1,1,1,0,"robin","non-diagnostic","ND1",41,2,7,2,1,-1.57404003850351
"R_12RneVmEOrMLQEA",3,3,2,3,25,"robin","non-diagnostic","ND1",25,2,7,5,2.75,0.158384176793451
"R_1IGbjOC833M2jw0",2,2,2,2,23,"robin","non-diagnostic","ND1",42,2,1,5,2,-0.316220352327178
"R_2YL2vNvk9MnO2rT",1,2,1,2,15,"robin","non-diagnostic","ND1",23,1,7,2,1.5,-0.837545879068415
"R_07mZyew97CuSiD7",3,3,2,3,34,"robin","non-diagnostic","ND1",41,2,7,2,2.75,0.435029561685555
"R_3fduXED54L7LKRK",1,1,1,1,0,"robin","non-diagnostic","ND1",22,1,7,5,1,-1.57404003850351
"R_dmadc8jVgcs5czL",2,3,4,3,21,"robin","non-diagnostic","ND1",18,2,1,2,3,0.173139931371089
"R_9FfLgf0BmkGXFHr",2,3,1,3,16,"robin","non-diagnostic","ND1",41,2,1,2,2.25,-0.393679726046908
"R_2qwquA2svaeENKq",4,4,1,2,30,"robin","non-diagnostic","ND1",31,2,7,5,2.75,0.312076057289064
"R_1lAhvyIxrYEOnUz",3,3,1,3,38,"robin","non-diagnostic","ND1",18,2,7,5,2.5,0.420273807107917
"R_1dpnYHDoX8vDpq3",1,4,2,4,19,"robin","non-diagnostic","ND1",46,1,6,2,2.75,-0.0260460798012842
"R_5ANixhYZ96VuWEV",1,1,1,2,12,"robin","non-diagnostic","ND1",19,2,7,2,1.25,-1.06747026633991
"R_1o5ffhB13jYIh4X",4,2,3,3,25,"robin","non-diagnostic","ND1",43,2,7,2,3,0.296093435767579
"R_2EntBk3zFYpjiLU",3,4,3,3,45,"robin","non-diagnostic","ND1",18,2,7,5,3.25,1.04857021672416
"R_9vEEECkpX4cDYKl",2,4,6,3,34,"robin","non-diagnostic","ND1",43,2,7,2,3.75,0.985866597582067
"R_79h2e0eTPY4RRlL",1,1,1,1,8,"robin","non-diagnostic","ND1",22,2,7,2,1,-1.32813302971053
"R_3nkksXSPuGRpdQn",1,1,1,2,0,"robin","non-diagnostic","ND1",23,2,5,5,1.25,-1.43633077952938
"R_1gnmrcsMLVyFurI",1,1,1,3,20,"robin","non-diagnostic","ND1",19,2,5,2,1.5,-0.683853998572802
"R_XGloloNlFJUugXT",2,2,2,2,20,"robin","non-diagnostic","ND1",18,2,7,5,2,-0.408435480624546
"R_s84WMropaHw8FXz",4,4,2,3,49,"robin","non-diagnostic","ND1",46,2,7,5,3.25,1.17152372112065
"R_3Gs66Bl1rXpLxaW",2,3,1,4,35,"robin","non-diagnostic","ND1",25,2,2,2,2.5,0.328058678810549
"R_Pvwx7eNiF1LSGXv",4,4,4,4,50,"robin","non-diagnostic","ND1",21,1,7,5,4,1.61538987414216
"R_3Kwnug0t3xHJhX3",2,4,7,1,20,"robin","non-diagnostic","ND1",36,2,2,2,3.5,0.417820073220223
"R_z2aR98d5fdwPTY5",3,3,3,3,33,"robin","non-diagnostic","ND1",21,2,7,5,3,0.54200044456056
"R_3npUaDBNCutuN3p",2,3,1,2,30,"robin","non-diagnostic","ND1",29,1,6,2,2,-0.10105171963332
"R_cTn544x6Ic6GD17",3,3,6,4,50,"robin","non-diagnostic","ND1",30,1,7,5,4,1.61538987414216
"R_3lS0CyREnfbTi1n",3,3,1,2,3,"robin","non-diagnostic","ND1",23,2,7,2,2.25,-0.793278615335502
"R_1DuQzmcFOnVcrOh",3,1,2,3,20,"robin","non-diagnostic","ND1",18,2,7,2,2.25,-0.270726221650418
"R_3KqeEWSrBw8Zy4p",2,2,1,2,9,"robin","non-diagnostic","ND1",26,1,7,2,1.75,-0.884266876689023
"R_3dKWu51VNJm37gW",2,2,1,2,2,"robin","non-diagnostic","ND1",19,1,7,2,1.75,-1.09943550938288
"R_30bEf6tJp7rO1H7",4,1,1,2,14,"robin","non-diagnostic","ND1",20,2,1,2,2,-0.592865737219282
"R_pgy2UXTm3kaqC7n",1,1,1,1,3,"robin","non-diagnostic","ND1",19,2,2,5,1,-1.48182491020614
"R_3O8rBfJkEXll1X8",2,2,2,2,20,"robin","non-diagnostic","ND1",18,2,2,5,2,-0.408435480624546
"R_1KvGQMN2bbAObPg",2,2,2,3,20,"robin","non-diagnostic","ND1",50,1,3,2,2.25,-0.270726221650418
"R_1QmReRqKQDbJN4U",3,1,1,2,12,"robin","non-diagnostic","ND1",19,2,7,2,1.75,-0.792051748391655
"R_10Au4KzqVVCurUa",3,3,3,3,30,"robin","non-diagnostic","ND1",19,1,7,5,3,0.449785316263192
"R_1QMxdROdDpugcLN",2,2,1,2,10,"robin","non-diagnostic","ND1",20,1,7,2,1.75,-0.8535285005899
"R_25TOzlcv0Rog7PU",3,4,2,4,65,"robin","non-diagnostic","ND1",23,1,7,2,3.25,1.66333773870661
"R_2PtVaB3BxNJ6wye",1,1,1,1,8,"robin","non-diagnostic","ND1",18,2,2,2,1,-1.32813302971053
"R_3memPf50OvXBlxA",1,1,1,1,7,"robin","non-diagnostic","ND1",24,2,7,5,1,-1.35887140580965
"R_1DUOMqJFyyapsaq",2,2,2,3,15,"robin","non-diagnostic","ND1",20,2,7,2,2.25,-0.424418102146031
"R_3OD6JK8yvgeIlIR",3,3,6,3,23,"robin","non-diagnostic","ND1",21,1,7,2,3.75,0.647744460491719
"R_2EfT6BInG4LvOpe",2,3,3,4,31,"robin","non-diagnostic","ND1",19,2,7,5,3,0.480523692362315
"R_1gpb7yxvzP6Le1L",1,1,1,1,0,"robin","non-diagnostic","ND1",45,1,6,2,1,-1.57404003850351
"R_2wyODcZpq47A6Bz",2,2,2,2,15,"robin","non-diagnostic","ND1",45,2,6,5,2,-0.562127361120159
"R_1OqzFxY13MK3qAI",1,2,1,2,2,"robin","non-diagnostic","ND1",23,2,7,2,1.5,-1.23714476835701
"R_3r374F8Z34iv6Wm",2,1,1,1,10,"robin","non-diagnostic","ND1",52,2,7,2,1.25,-1.12894701853816
"R_TuUZkjbtwgyAoiR",2,3,4,4,40,"robin","non-diagnostic","ND1",20,1,7,2,3.25,0.894878336228547
"R_31u3SMYzhZKhQAH",1,2,1,2,15,"robin","non-diagnostic","ND1",26,1,2,2,1.5,-0.837545879068415
"R_2DUmVoousDxNkwo",3,3,5,3,30,"robin","non-diagnostic","ND1",42,2,7,2,3.5,0.725203834211449
"R_1IZ2Y29m6xf5dio",3,2,3,2,35,"robin","non-diagnostic","ND1",20,1,4,2,2.5,0.328058678810549
"R_1GPKeXKa1LT5uSw",4,3,1,1,20,"robin","non-diagnostic","ND1",21,2,1,2,2.25,-0.270726221650418
"R_2XmOip2goaeYj5H",2,1,1,1,0,"robin","non-diagnostic","ND1",47,2,2,5,1.25,-1.43633077952938
"R_2dYFsy1WZSxAx65",3,3,3,4,36,"robin","non-diagnostic","ND1",19,1,2,5,3.25,0.771924831832056
"R_1je7HLbexmC0I7X",2,2,1,3,8,"robin","non-diagnostic","ND1",22,1,3,2,2,-0.777295993814017
"R_1E0gMq5Ca61k3Eu",2,2,3,2,10,"robin","non-diagnostic","ND1",21,1,7,2,2.25,-0.578109982641644
"R_w5agyx8fF1kV11n",3,1,2,4,40,"robin","non-diagnostic","ND1",19,2,7,2,2.5,0.481750559306162
"R_8fcvcF0GvbMZPln",2,2,2,3,10,"robin","non-diagnostic","ND1",19,2,7,2,2.25,-0.578109982641644
"R_3D1RjacKDDQDN7f",2,2,1,1,5,"robin","non-diagnostic","ND1",26,2,5,2,1.5,-1.14492964005964
"R_6XMTiO8nSM7JUv7",1,1,2,1,8,"robin","non-diagnostic","ND1",19,2,2,5,1.25,-1.1904237707364
"R_1lrERrdGKN4BOW0",2,3,2,2,27,"robin","non-diagnostic","ND1",20,2,7,2,2.25,-0.0555575889565597
"R_1qdNAf7bIRRzfzP",2,2,1,1,20,"robin","non-diagnostic","ND1",44,2,7,5,1.5,-0.683853998572802
"R_VPiViVIIwNyj3RD",2,1,1,2,19,"robin","non-diagnostic","ND1",24,2,7,2,1.5,-0.714592374671925
"R_24IWz4rWt8oOTod",1,1,1,1,0,"robin","non-diagnostic","ND1",18,2,7,2,1,-1.57404003850351
"R_bBLlXUuoSdRXfR7",1,2,1,2,14,"robin","non-diagnostic","ND1",52,2,7,2,1.5,-0.868284255167538
"R_3hAqMZNKCzoZhyZ",2,3,2,3,10,"robin","non-diagnostic","ND1",55,1,7,2,2.5,-0.440400723667516
"R_1hKngLsMsF8fwH6",3,3,3,2,25,"robin","non-diagnostic","ND1",39,2,7,5,2.75,0.158384176793451
"R_3MbR4D1nCw5MCuZ",4,3,2,3,25,"robin","non-diagnostic","ND1",24,2,7,2,3,0.296093435767579
"R_79RGbEZhhtG4U81",2,2,1,3,16,"robin","non-diagnostic","ND1",21,2,7,2,2,-0.531388985021036
"R_1nNiNwyXNidKWHO",2,1,2,2,5,"robin","non-diagnostic","ND1",47,2,2,5,1.75,-1.00722038108551
"R_2f1FDScvwkzXrj6",4,4,4,4,50,"robin","non-diagnostic","ND1",19,1,2,2,4,1.61538987414216
"R_3iyTp7hKa4dfAnb",6,2,2,2,7,"robin","non-diagnostic","ND1",32,2,7,2,3,-0.257197334016627
"R_1M6gV0oIkqQe7eP",1,3,1,1,23,"robin","non-diagnostic","ND1",54,1,4,5,1.5,-0.591638870275435
"R_3qEulv2u5eOs2J9",3,4,1,4,30,"robin","non-diagnostic","ND1",55,2,7,2,3,0.449785316263192
"R_1jUJ5L9pHKJJLSV",3,4,2,4,31,"robin","non-diagnostic","ND1",51,2,7,5,3.25,0.618232951336443
"R_9MLQeY0SrpwQOrv",4,3,2,4,63,"robin","non-diagnostic","ND1",21,2,7,5,3.25,1.60186098650837
"R_7OhSeawc8v3aCo9",4,3,3,4,31,"robin","non-diagnostic","ND1",19,1,2,2,3.5,0.755942210310571
"R_3KBfL1VSzblkama",2,2,3,3,30,"robin","non-diagnostic","ND1",18,2,2,2,2.5,0.174366798314936
"R_3nGibLaqWLw4gtq",1,1,1,1,0,"robin","non-diagnostic","ND1",24,2,7,2,1,-1.57404003850351
"R_2YneZK4NJXHV4ZK",2,3,1,2,29,"robin","non-diagnostic","ND1",22,2,7,2,2,-0.131790095732443
"R_bqja17swTgUfw0F",1,1,1,1,1,"robin","non-diagnostic","ND1",19,2,2,2,1,-1.54330166240439
"R_25yFfxuflrVxapt",3,3,2,4,24,"robin","non-diagnostic","ND1",22,2,4,5,3,0.265355059668457
"R_3sp52ai2P0MyiUu",3,2,2,2,25,"robin","non-diagnostic","ND1",19,1,7,2,2.25,-0.117034341154805
"R_2EuiE4idUdI24mT",2,2,2,2,5,"robin","non-diagnostic","ND1",20,2,7,5,2,-0.869511122111385
"R_3g10xco5e9UujHS",5,4,3,4,30,"robin","non-diagnostic","ND1",32,1,2,2,4,1.00062235215971
"R_2fJVAmjIxqTPC4S",2,3,2,3,85,"robin","non-diagnostic","ND1",53,1,2,2,2.5,1.86497748376668
