"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot"
"R_3qEulv2u5eOs2J9",3,2,3,4,20,"alex","non-diagnostic","ND2",55,2,7,2,3,0.142401555271967
"R_9MLQeY0SrpwQOrv",3,3,2,3,50,"alex","non-diagnostic","ND2",21,2,7,5,2.75,0.926843579271516
"R_3nGibLaqWLw4gtq",1,2,2,1,5,"alex","non-diagnostic","ND2",24,2,7,2,1.5,-1.14492964005964
"R_2xxYEAosezOlmVP",3,3,4,3,30,"alex","non-diagnostic","ND2",28,1,7,2,3.25,0.587494575237321
"R_1KegNBsclUc9wWV",3,3,4,4,31,"alex","non-diagnostic","ND2",37,1,7,5,3.5,0.755942210310571
"R_bqja17swTgUfw0F",1,1,2,1,0,"alex","non-diagnostic","ND2",19,2,2,2,1.25,-1.43633077952938
"R_3sp52ai2P0MyiUu",3,3,4,2,30,"alex","non-diagnostic","ND2",19,1,7,2,3,0.449785316263192
"R_1M6BBeY56G5xvKU",2,2,4,3,9,"alex","non-diagnostic","ND2",48,1,7,2,2.75,-0.33342984079251
"R_2EuiE4idUdI24mT",4,3,4,3,19,"alex","non-diagnostic","ND2",20,2,7,5,3.5,0.3870816971211
"R_2fJVAmjIxqTPC4S",2,3,4,3,85,"alex","non-diagnostic","ND2",53,1,2,2,3,2.14039600171494
"R_d7r2CHQcggbi9tD",3,2,4,4,17,"alex","non-diagnostic","ND2",18,2,2,2,3.25,0.187895685948727
"R_1C8sQjfcenQOaQY",2,2,3,3,20,"alex","non-diagnostic","ND2",21,2,4,5,2.5,-0.13301696267629
"R_1gHgq0wRJEC39Vw",1,3,1,2,33,"alex","non-diagnostic","ND2",22,2,7,2,1.75,-0.14654585031008
"R_2z5vl1SWiU45m1u",1,1,2,2,0,"alex","non-diagnostic","ND2",19,1,2,2,1.5,-1.29862152055525
"R_3JlYjKnLetQcN9G",3,3,4,3,40,"alex","non-diagnostic","ND2",21,2,2,2,3.25,0.894878336228547
"R_2SelVDTRQFclsvr",2,1,4,2,17,"alex","non-diagnostic","ND2",22,2,2,3,2.25,-0.362941349947786
"R_2DM65nWhkg2mujg",4,4,4,4,41,"alex","non-diagnostic","ND2",24,2,5,2,4,1.33874448925005
"R_1Kp6xGkRAuQtDnL",2,2,4,1,16,"alex","non-diagnostic","ND2",20,2,7,5,2.25,-0.393679726046908
"R_2YM3JLYJze6m2Op",3,3,3,3,40,"alex","non-diagnostic","ND2",22,2,1,2,3,0.757169077254418
"R_27KJWZYqETXwst6",2,1,1,2,8,"alex","non-diagnostic","ND2",20,2,7,5,1.5,-1.05271451176227
"R_3mmfHmEhLksXEeZ",2,2,2,1,10,"alex","non-diagnostic","ND2",21,1,7,2,1.75,-0.8535285005899
"R_26mOF9c8JPQCu2C",2,2,3,3,27,"alex","non-diagnostic","ND2",24,2,7,2,2.5,0.0821516700175684
"R_2xW6By8FeC1S5Wo",1,1,3,2,22,"alex","non-diagnostic","ND2",20,1,7,2,1.75,-0.484667987400429
"R_ZgXo3UqnUgtKlGh",1,2,3,2,28,"alex","non-diagnostic","ND2",19,2,7,5,2,-0.162528471831565
"R_02Q19AoTYoWtq7v",3,1,3,2,70,"alex","non-diagnostic","ND2",19,2,5,2,2.25,1.26619258330571
"R_3plrl95XTIT1DM0",2,2,5,3,30,"alex","non-diagnostic","ND2",40,2,5,2,3,0.449785316263192
"R_2sdUTUFj7ViNk5e",2,2,4,2,30,"alex","non-diagnostic","ND2",19,2,7,5,2.5,0.174366798314936
"R_3fJJVQhvQAuXNhE",2,1,1,1,5,"alex","non-diagnostic","ND2",24,2,2,5,1.25,-1.28263889903377
"R_2pPsE9C26XjRVfC",3,3,4,3,41,"alex","non-diagnostic","ND2",20,2,2,5,3.25,0.925616712327669
"R_3fdc65bTafMR7jd",2,2,4,2,16,"alex","non-diagnostic","ND2",21,2,5,5,2.5,-0.25597046707278
"R_3pm1H1IIaPvzQYk",1,2,2,2,18,"alex","non-diagnostic","ND2",22,1,7,2,1.75,-0.607621491796919
"R_1CCLU0Pvtx5Bk0a",2,3,2,2,25,"alex","non-diagnostic","ND2",23,2,7,5,2.25,-0.117034341154805
"R_9GjYI0Oz2zufG37",1,1,1,1,0,"alex","non-diagnostic","ND2",22,1,7,2,1,-1.57404003850351
"R_3rTiUgcY9mViod4",3,4,4,3,33,"alex","non-diagnostic","ND2",20,1,2,5,3.5,0.817418962508817
"R_eVSyAktTERpW6UF",3,3,5,6,57,"alex","non-diagnostic","ND2",20,1,1,5,4.25,1.96826776581014
"R_W1yy1EJIzaX0G6B",2,3,3,3,36,"alex","non-diagnostic","ND2",49,2,2,5,2.75,0.4965063138838
"R_2fJvOc45IzISbLX",2,2,2,2,11,"alex","non-diagnostic","ND2",27,2,7,2,2,-0.685080865516649
"R_zSfGJuEFYiB4ROh",1,1,2,1,15,"alex","non-diagnostic","ND2",24,2,1,5,1.25,-0.975255138042543
"R_2cA7JPoVWGthJQx",2,2,4,2,20,"alex","non-diagnostic","ND2",26,1,NA,NA,2.5,-0.13301696267629
"R_3Dhix5a0IJsnnJd",2,2,4,4,29,"alex","non-diagnostic","ND2",21,2,NA,2,3,0.41904694016407
"R_3P7Wv6MltDsCeJ8",3,3,4,3,43,"alex","non-diagnostic","ND2",21,1,NA,NA,3.25,0.987093464525914
"R_3rU5vKp8cC8Eucp",1,1,1,1,4,"alex","non-diagnostic","ND2",20,1,7,2,1,-1.45108653410702
"R_2pYax6zdh4X7kq0",3,4,3,3,30,"alex","non-diagnostic","ND2",22,2,7,2,3.25,0.587494575237321
"R_3lPvx3BppfJrnp1",3,3,3,3,22,"alex","non-diagnostic","ND2",52,1,NA,NA,3,0.203878307470212
"R_2zZVv64DVF6Bphr",1,2,4,4,36,"alex","non-diagnostic","ND2",21,2,2,2,2.75,0.4965063138838
"R_aWXPmIO2qxthkqJ",1,1,3,3,9,"alex","non-diagnostic","ND2",21,2,7,2,2,-0.746557617714895
"R_qUh2e1CYUOFYrYd",4,4,2,3,25,"alex","non-diagnostic","ND2",19,2,NA,NA,3.25,0.433802694741708
"R_3NU2nept43SIXtW",1,1,1,1,7,"alex","non-diagnostic","ND2",20,2,7,2,1,-1.35887140580965
"R_agcvxTIjnERVV3b",2,2,2,2,15,"alex","non-diagnostic","ND2",22,2,7,5,2,-0.562127361120159
"R_1eUUw7icDDe0tra",1,3,7,3,49,"alex","non-diagnostic","ND2",18,2,2,2,3.5,1.30923298009478
"R_1osUQMeEweQtsdl",2,1,4,1,11,"alex","non-diagnostic","ND2",24,2,NA,NA,2,-0.685080865516649
"R_unb4EVLEkkAZzW1",3,2,2,2,10,"alex","non-diagnostic","ND2",19,2,7,5,2.25,-0.578109982641644
"R_2VliLEcInn2W3fb",2,1,2,2,20,"alex","non-diagnostic","ND2",19,2,7,2,1.75,-0.546144739598674
"R_1E5Q3DN0AFcdz0k",1,1,1,1,10,"alex","non-diagnostic","ND2",23,2,4,5,1,-1.26665627751228
"R_3PNe7Zcc23oYXUo",4,4,4,4,50,"alex","non-diagnostic","ND2",26,2,7,2,4,1.61538987414216
"R_2UXlfqMCmV3wXDZ",3,1,1,1,5,"alex","non-diagnostic","ND2",27,2,5,5,1.5,-1.14492964005964
"R_PApOC4H94vpr6Jr",2,2,3,2,25,"alex","non-diagnostic","ND2",18,2,7,2,2.25,-0.117034341154805
"R_3s5PaI6xIa0A10v",4,5,5,5,39,"alex","non-diagnostic","ND2",45,2,7,5,4.75,1.69039551397419
"R_6xPOL1D6sxvWktr",2,2,2,2,10,"alex","non-diagnostic","ND2",33,2,7,2,2,-0.715819241615772
"R_1roZFzfmrz35Vco",2,4,2,3,29,"alex","non-diagnostic","ND2",49,1,2,2,2.75,0.281337681189942
"R_1GVXeVHLoAwQg7P",2,2,3,3,25,"alex","non-diagnostic","ND2",20,2,7,2,2.5,0.0206749178193232
"R_1hLu5WKElCWH2Od",3,3,3,3,29,"alex","non-diagnostic","ND2",27,2,NA,5,3,0.41904694016407
"R_3FPeAd2fYLaB3r9",2,2,2,3,30,"alex","non-diagnostic","ND2",26,2,7,2,2.25,0.036657539340808
"R_1NTkTX9LC1m4ogh",3,4,7,4,81,"alex","non-diagnostic","ND2",18,2,7,5,4.5,2.84369805116321
"R_3QGaFgASjLkLt92",1,1,2,1,3,"alex","non-diagnostic","ND2",18,2,7,5,1.25,-1.34411565123201
"R_3P79H6mzeUeOFFn",2,1,3,2,12,"alex","non-diagnostic","ND2",20,2,2,2,2,-0.654342489417527
"R_12gQVSo1i5WEzAT",4,4,6,5,50,"alex","non-diagnostic","ND2",50,2,7,5,4.75,2.02851765106454
"R_3phgp0IhsWOsPWJ",1,1,5,3,70,"alex","non-diagnostic","ND2",21,2,7,5,2.5,1.40390184227984
"R_2qFaxwns872s6Wy",2,2,3,2,20,"alex","non-diagnostic","ND2",19,2,7,5,2.25,-0.270726221650418
"R_Zs3e14QgLFEpAat",4,4,5,2,51,"alex","non-diagnostic","ND2",25,2,1,2,3.75,1.50841899126715
"R_3feltfMCpdds5RZ",4,4,3,3,40,"alex","non-diagnostic","ND2",62,2,3,5,3.5,1.03258759520267
"R_3frtxWq5Rnb7XXF",2,2,2,3,18,"alex","non-diagnostic","ND2",27,2,7,2,2.25,-0.332202973848663
"R_3GsajukJp2h9zGP",4,4,4,4,50,"alex","non-diagnostic","ND2",26,2,7,5,4,1.61538987414216
"R_2QXRRDS90dzSXsL",2,1,2,2,8,"alex","non-diagnostic","ND2",18,2,5,2,1.75,-0.915005252788145
"R_1INtsZuPgMS2cE7",1,1,4,3,7,"alex","non-diagnostic","ND2",20,5,7,5,2.25,-0.670325110939012
"R_1F9zfnH6Bl76HdC",1,1,3,3,18,"alex","non-diagnostic","ND2",19,1,7,5,2,-0.469912232822791
"R_pyYPZ3ysepzcDzH",2,2,2,2,20,"alex","non-diagnostic","ND2",19,2,7,5,2,-0.408435480624546
"R_3CDAmiS1OMBWDgu",4,3,7,4,50,"alex","non-diagnostic","ND2",20,1,2,2,4.5,1.89080839209041
"R_1flzCuWTpa6BBA6",3,3,6,2,29,"alex","non-diagnostic","ND2",28,2,3,4,3.5,0.694465458112326
"R_1GIAGFQzg6FxLrN",2,2,4,2,9,"alex","non-diagnostic","ND2",19,2,7,2,2.5,-0.471139099766638
"R_2THMxYElp2sDqjN",5,7,7,4,25,"alex","non-diagnostic","ND2",18,2,NA,NA,5.75,1.81089528448299
"R_1QL9poQI8Ey4tmx",1,1,2,2,8,"alex","non-diagnostic","ND2",19,2,5,5,1.5,-1.05271451176227
"R_3Hkoj5q2fKlrBPE",4,3,3,4,68,"alex","non-diagnostic","ND2",22,2,1,2,3.5,1.89326212597811
"R_0BNT0fgZJnvnmoN",1,1,1,1,0,"alex","non-diagnostic","ND2",23,1,7,5,1,-1.57404003850351
"R_1d1hqYYOj3YHnAB",2,3,3,3,15,"alex","non-diagnostic","ND2",18,1,7,5,2.75,-0.148999584197775
"R_9AhmtigqJDK0BHP",2,2,2,2,9,"alex","non-diagnostic","ND2",53,1,NA,NA,2,-0.746557617714895
"R_3lE1XGwszLDcKgu",3,3,3,3,28,"alex","non-diagnostic","ND2",33,2,5,5,3,0.388308564064947
"R_2n0QHkjepMc55ex",2,2,2,2,8,"alex","non-diagnostic","ND2",51,1,7,2,2,-0.777295993814017
"R_3hlJl5e3hheu40M",2,2,4,3,17,"alex","non-diagnostic","ND2",21,2,7,5,2.75,-0.0875228319995294
"R_s6g9F6vjEgPgEUh",4,4,3,4,15,"alex","non-diagnostic","ND2",31,2,6,5,3.75,0.401837451698738
"R_1Crq2NYugi0gAC6",1,1,6,1,3,"alex","non-diagnostic","ND2",20,2,7,5,2.25,-0.793278615335502
"R_ueTso9sM6HsCoCJ",2,2,3,1,30,"alex","non-diagnostic","ND2",19,1,2,5,2,-0.10105171963332
"R_OOwTA71WcGGZlvz",1,1,1,1,0,"alex","non-diagnostic","ND2",19,1,7,2,1,-1.57404003850351
"R_TaUG3zX7uOKCmDT",1,1,1,1,24,"alex","non-diagnostic","ND2",20,2,7,2,1,-0.836319012124568
"R_3NXxxYAi4EzC46i",3,1,4,3,29,"alex","non-diagnostic","ND2",23,1,2,4,2.75,0.281337681189942
"R_2fx32JlKwYZcpRh",2,2,2,2,15,"alex","non-diagnostic","ND2",21,1,7,2,2,-0.562127361120159
"R_2ePdUBgjSMgAZGH",2,2,3,3,25,"alex","non-diagnostic","ND2",18,2,7,5,2.5,0.0206749178193232
"R_2Pi36X02EevWfmX",2,4,4,2,43,"alex","non-diagnostic","ND2",19,1,7,5,3,0.849384205551786
"R_1ov8PXGvufzkB3s",3,4,5,3,34,"alex","non-diagnostic","ND2",24,2,6,5,3.75,0.985866597582067
"R_32JW6uEp2MZRxCW",2,2,2,2,11,"alex","non-diagnostic","ND2",51,1,7,2,2,-0.685080865516649
"R_3QLdlAJCZprSYxk",2,3,4,3,29,"alex","non-diagnostic","ND2",27,2,7,2,3,0.41904694016407
"R_3J7VoPPmuPnURrl",2,2,4,2,30,"alex","non-diagnostic","ND2",31,2,7,5,2.5,0.174366798314936
"R_2D7gtUrRk5QKy4b",2,2,3,2,30,"alex","non-diagnostic","ND2",27,2,5,2,2.25,0.036657539340808
"R_3JnjkZuAYx1ykBK",2,2,2,2,19,"alex","non-diagnostic","ND2",19,1,2,NA,2,-0.439173856723669
"R_1K8SIy39A7rSR0G",3,2,3,2,30,"alex","non-diagnostic","ND2",41,2,7,5,2.5,0.174366798314936
"R_2dRQKNicxAHZ7Bt",3,3,3,3,24,"alex","non-diagnostic","ND2",27,2,2,3,3,0.265355059668457
"R_1QuUqFOM71AiWp6",1,1,1,1,2,"alex","non-diagnostic","ND2",19,1,2,2,1,-1.51256328630527
"R_1l67T7wleFweq2F",2,2,3,1,15,"alex","non-diagnostic","ND2",57,2,7,5,2,-0.562127361120159
"R_1DCEvrROIcsNzPx",2,2,3,2,22,"alex","non-diagnostic","ND2",19,2,7,2,2.25,-0.209249469452173
"R_1hEAMySl5bovtbJ",3,2,4,3,39,"alex","non-diagnostic","ND2",19,1,7,2,3,0.726430701155296
"R_22XQMloQkq9bBVz",1,1,5,1,0,"alex","non-diagnostic","ND2",19,2,6,5,2,-1.023203002607
"R_8qT51w95CkkQfxn",2,2,4,1,3,"alex","non-diagnostic","ND2",46,2,7,5,2.25,-0.793278615335502
"R_tRMpkm5sIIB8pPz",1,2,2,2,4,"alex","non-diagnostic","ND2",23,2,7,2,1.75,-1.03795875718464
"R_1eIELsKujujaJAF",1,1,2,2,15,"alex","non-diagnostic","ND2",19,2,7,2,1.5,-0.837545879068415
"R_215pBkJdZOkvuRB",1,1,1,1,10,"alex","non-diagnostic","ND2",21,1,7,2,1,-1.26665627751228
"R_12yCWtpAo54ZUM3",2,2,5,3,22,"alex","non-diagnostic","ND2",23,2,7,5,3,0.203878307470212
"R_27vQsr02BBIM9Sr",2,2,4,2,27,"alex","non-diagnostic","ND2",19,1,NA,5,2.5,0.0821516700175684
"R_yjBI8yZ5UFQEDuN",4,2,4,2,35,"alex","non-diagnostic","ND2",19,1,2,2,3,0.603477196758805
"R_W8PmvVIVI8vY7nP",3,3,3,3,10,"alex","non-diagnostic","ND2",26,1,5,4,3,-0.164982205719259
"R_1JKEOCoYbbSYdM3",7,4,4,3,50,"alex","non-diagnostic","ND2",29,2,7,2,4.5,1.89080839209041
"R_3qy6nGd8TSqNUiF",3,3,3,3,40,"alex","non-diagnostic","ND2",23,1,7,2,3,0.757169077254418
"R_2RQjVSd90Mh1rsk",3,1,4,1,17,"alex","non-diagnostic","ND2",21,1,7,2,2.25,-0.362941349947786
"R_3qgGfooJwjYr26a",4,3,3,4,50,"alex","non-diagnostic","ND2",18,2,6,2,3.5,1.3399713561939
"R_1eJF4vxIrwCVoYc",2,2,4,2,10,"alex","diagnostic","NA",21,1,7,5,2.5,-0.440400723667516
"R_22P72dSp8OrG5cr",3,3,2,1,7,"alex","diagnostic","NA",19,2,7,5,2.25,-0.670325110939012
"R_2rOTs15tqRQwV9K",1,1,3,2,5,"alex","diagnostic","NA",19,1,7,2,1.75,-1.00722038108551
"R_2uwlynXLtiMStnr",1,1,1,1,0,"alex","diagnostic","NA",20,1,7,2,1,-1.57404003850351
"R_erKQyfWZ9q2Z56N",4,4,3,2,44,"alex","diagnostic","NA",28,2,5,5,3.25,1.01783184062504
"R_3P5FstjojdG9yUm",7,5,5,6,74,"alex","diagnostic","NA",27,2,4,5,5.75,3.31707571334
"R_RQgwmWwMUl4Y5nb",1,2,1,1,6,"alex","diagnostic","NA",23,1,7,5,1.25,-1.25190052293465
"R_QivP4jM7gjH6CKl",2,2,2,2,12,"alex","diagnostic","NA",19,2,7,5,2,-0.654342489417527
"R_2X0rhIqKtxeNCO7",4,4,5,4,22,"alex","diagnostic","NA",22,1,6,5,4.25,0.892424602340852
"R_OwI8g6B8uW8YHAJ",2,2,2,1,15,"alex","diagnostic","NA",22,2,7,5,1.75,-0.699836620094287
"R_29IxMZzQJVdgyyZ",2,1,2,1,25,"alex","diagnostic","NA",21,2,7,5,1.5,-0.530162118077189
"R_1CjUYQNygqULYxG",2,2,2,2,19,"alex","diagnostic","NA",19,1,2,2,2,-0.439173856723669
"R_2wT9YCpn7W4MhUz",2,2,4,1,15,"alex","diagnostic","NA",30,1,2,5,2.25,-0.424418102146031
"R_1pXLChFhdy1POSJ",1,1,1,1,0,"alex","diagnostic","NA",19,2,7,2,1,-1.57404003850351
"R_1jZDBBwhMHTOTM9",3,3,4,2,30,"alex","diagnostic","NA",22,1,7,2,3,0.449785316263192
"R_1CdMbKoyF0CVm8z",2,2,4,3,25,"alex","diagnostic","NA",39,2,7,2,2.75,0.158384176793451
"R_1dnxejy7XtlHd5w",1,1,5,1,0,"alex","diagnostic","NA",29,2,1,2,2,-1.023203002607
"R_0pTZcsGybJfQdUZ",1,1,1,1,8,"alex","diagnostic","NA",18,3,7,2,1,-1.32813302971053
"R_71fIT5gWzAohdVT",1,1,1,1,0,"alex","diagnostic","NA",18,2,7,5,1,-1.57404003850351
"R_s731Qo7xHENDYqt",2,1,1,1,12,"alex","diagnostic","NA",42,2,1,2,1.25,-1.06747026633991
"R_3Jypi2yZ6KiRlQA",3,5,4,2,40,"alex","diagnostic","NA",21,2,7,5,3.5,1.03258759520267
"R_3qZKGoUos2irJTk",1,1,2,1,1,"alex","diagnostic","NA",23,2,7,5,1.25,-1.40559240343026
"R_1MVYEWygsjjYuUi",3,3,3,2,13,"alex","diagnostic","NA",27,2,7,2,2.75,-0.21047633639602
"R_3GANMJBV8H3rnuz",1,1,1,1,0,"alex","diagnostic","NA",19,2,7,5,1,-1.57404003850351
"R_32PxGG5eD0x01TC",1,1,1,1,0,"alex","diagnostic","NA",20,1,6,2,1,-1.57404003850351
"R_115tFFwTvBaHTwP",1,1,1,1,0,"alex","diagnostic","NA",25,1,7,5,1,-1.57404003850351
"R_3FXazjeb7Z2uGXe",2,2,2,1,10,"alex","diagnostic","NA",21,1,7,2,1.75,-0.8535285005899
"R_czN6Qigc97HtlZL",2,2,3,5,34,"alex","diagnostic","NA",24,2,5,5,3,0.572738820659683
"R_2YG29dlgKspbG2x",3,4,4,3,35,"alex","diagnostic","NA",47,2,7,5,3.5,0.878895714707062
"R_1gNGE5ykgUEDWcY",3,3,4,3,38,"alex","diagnostic","NA",20,2,7,2,3.25,0.833401584030301
"R_vUp0wWKzEDv6He1",3,3,4,3,44,"alex","diagnostic","NA",19,2,5,5,3.25,1.01783184062504
"R_2QsSsjzBbGMCybw",2,1,2,2,11,"alex","diagnostic","NA",20,2,7,2,1.75,-0.822790124490777
"R_24c1FvMygBLZIw8",2,1,3,2,72,"alex","diagnostic","NA",23,2,5,5,2,1.18996007652983
"R_wX0JrOvaLhU7ldf",1,1,4,1,5,"alex","diagnostic","NA",21,2,7,2,1.75,-1.00722038108551
"R_1IY1CybCxSVfqkF",1,1,3,1,10,"alex","diagnostic","NA",21,2,7,5,1.5,-0.991237759564028
"R_72SNUy2aZuQPReh",2,2,3,2,3,"alex","diagnostic","NA",20,2,7,2,2.25,-0.793278615335502
"R_1gthlB8EgozM7ZB",2,2,5,2,8,"alex","diagnostic","NA",56,1,1,2,2.75,-0.364168216891633
"R_3NUbNzcMUisg8ud",4,4,5,4,43,"alex","diagnostic","NA",34,2,2,5,4.25,1.53793050042243
"R_27VtWpPnu7kfXnv",1,1,3,1,0,"alex","diagnostic","NA",28,1,7,5,1.5,-1.29862152055525
"R_3D1MzU6kDixR5zo",1,1,3,2,21,"alex","diagnostic","NA",21,2,2,2,1.75,-0.515406363499552
"R_2EBuQYfjF5MVrNt",1,2,3,1,10,"alex","diagnostic","NA",20,1,7,2,1.75,-0.8535285005899
"R_bmBeQII7efeZBYZ",3,1,2,2,7,"alex","diagnostic","NA",19,2,7,5,2,-0.80803436991314
"R_YQdeUXw3n1FQAIF",1,1,3,1,4,"alex","diagnostic","NA",24,2,7,5,1.5,-1.17566801615876
"R_2s59KUBbPHfbV9B",3,3,4,3,30,"alex","diagnostic","NA",34,2,7,2,3.25,0.587494575237321
"R_740zTljtP230Nep",2,2,3,3,17,"alex","diagnostic","NA",34,2,7,2,2.5,-0.225232090973658
"R_3s0sCCHOsde5O7B",1,1,2,1,6,"alex","diagnostic","NA",22,1,2,2,1.25,-1.25190052293465
"R_1rc81dd8tZhEG1e",2,2,3,1,16,"alex","diagnostic","NA",25,2,7,2,2,-0.531388985021036
"R_2RQzWOhpDAB2BOV",2,4,2,1,21,"alex","diagnostic","NA",21,1,7,2,2.25,-0.239987845551295
"R_2bPPh5DMwfvqqKc",1,1,1,1,0,"alex","diagnostic","NA",28,1,7,2,1,-1.57404003850351
"R_6nd95VmEdibs46t",1,1,1,1,0,"alex","diagnostic","NA",22,2,7,5,1,-1.57404003850351
"R_2zYlvtLPBRb7d83",3,2,4,3,28,"alex","diagnostic","NA",27,2,6,5,3,0.388308564064947
"R_3J4boQaj0m3iPBG",1,1,4,3,15,"alex","diagnostic","NA",43,2,7,2,2.25,-0.424418102146031
"R_297mHCVU4rhfg85",2,2,4,2,26,"alex","diagnostic","NA",21,2,3,5,2.5,0.0514132939184458
"R_3R1vkXH6eQFbxK0",1,1,1,1,0,"alex","diagnostic","NA",22,1,3,2,1,-1.57404003850351
"R_23fctR8hmsJxSpl",4,3,6,5,68,"alex","diagnostic","NA",21,1,7,2,4.5,2.44409916187462
"R_C1UhsYjvX8gMSbL",2,2,2,2,28,"alex","diagnostic","NA",18,1,7,2,2,-0.162528471831565
"R_3CTsex57gcrXn73",2,2,3,1,20,"alex","diagnostic","NA",21,2,7,2,2,-0.408435480624546
"R_1lztGgtiNw6zBKk",2,2,4,3,81,"alex","diagnostic","NA",28,2,7,2,2.75,1.87973323834432
"R_3nqIptrAXLdnYcg",1,1,4,4,8,"alex","diagnostic","NA",32,2,7,2,2.5,-0.501877475865761
"R_1FCyHoFQDrqGaFi",2,1,4,2,19,"alex","diagnostic","NA",18,1,2,2,2.25,-0.30146459774954
"R_2YKPwkVgu7zEfDT",2,2,4,2,25,"alex","diagnostic","NA",32,1,2,2,2.5,0.0206749178193232
"R_ROZXdVTcNqJwOEF",2,3,3,4,40,"alex","diagnostic","NA",21,1,7,2,3,0.757169077254418
"R_3DhbczaZsG0oMfM",1,2,3,1,15,"alex","diagnostic","NA",26,1,7,5,1.75,-0.699836620094287
"R_2uwaIybTyTHVlIe",1,1,2,1,9,"alex","diagnostic","NA",20,2,7,2,1.25,-1.15968539463728
"R_1nZoovroWRWr0t9",3,3,3,2,20,"alex","diagnostic","NA",22,1,2,2,2.75,0.00469229629783841
"R_3GDiX6uziiQcPBY",4,4,5,2,50,"alex","diagnostic","NA",42,2,7,2,3.75,1.47768061516803
"R_Ai0ovnKbhSidONj",1,1,5,1,27,"alex","diagnostic","NA",18,2,6,5,2,-0.193266847930688
"R_3G2PeBUDXX19Jmo",1,1,1,1,0,"alex","diagnostic","NA",53,1,7,5,1,-1.57404003850351
"R_3IQwxn5rgRuBMdg",3,3,4,3,40,"alex","diagnostic","NA",27,2,7,5,3.25,0.894878336228547
"R_1JPFiETKBiYcgPo",3,3,5,3,25,"alex","diagnostic","NA",30,1,5,2,3.5,0.571511953715836
"R_Us9xIEBeRShnB4d",1,1,4,3,12,"alex","diagnostic","NA",20,1,7,2,2.25,-0.516633230443399
"R_1Oppg6poeSehqwR",2,1,2,2,0,"alex","diagnostic","NA",21,2,7,5,1.75,-1.16091226158113
"R_pEu9tN3tXNVd2cV",1,2,7,3,8,"alex","diagnostic","NA",18,2,7,2,3.25,-0.0887496989433764
"R_1nMUZAGpgjwzcQW",1,1,1,1,10,"alex","diagnostic","NA",23,2,5,2,1,-1.26665627751228
"R_1DT05mFZIJ9mO6L",4,3,4,4,31,"alex","diagnostic","NA",20,2,2,2,3.75,0.8936514692847
"R_28Gv3dBnS1PKXXa",4,4,4,2,28,"alex","diagnostic","NA",44,2,7,2,3.5,0.663727082013204
"R_tY728wRNCSgvewN",1,1,1,1,0,"alex","diagnostic","NA",28,2,7,2,1,-1.57404003850351
"R_2VD5jqOsLPxm1Yx",1,1,3,3,28,"alex","diagnostic","NA",19,2,5,2,2,-0.162528471831565
"R_O9hRMip0eJsczQd",2,3,5,2,12,"alex","diagnostic","NA",27,2,7,2,3,-0.103505453521014
"R_3ksQSSz2ZjevOVv",2,1,4,2,5,"alex","diagnostic","NA",20,3,7,2,2.25,-0.731801863137257
"R_2WG388auznr4lIh",3,3,3,2,23,"alex","diagnostic","NA",20,2,5,2,2.75,0.0969074245952062
"R_2fCznrvmcfAGXLn",3,3,6,4,50,"alex","diagnostic","NA",34,2,2,2,4,1.61538987414216
"R_3qPfegJCjpB5pqT",2,2,3,1,80,"alex","diagnostic","NA",26,1,7,2,2,1.43586708532281
"R_2wLGrIouBZqr5IE",2,3,2,2,16,"alex","diagnostic","NA",20,2,4,2,2.25,-0.393679726046908
"R_2cb9gxmJxWfe289",2,2,3,2,20,"alex","diagnostic","NA",24,1,7,2,2.25,-0.270726221650418
"R_2AXXKnEEt0rD26o",2,2,3,2,25,"alex","diagnostic","NA",22,1,7,5,2.25,-0.117034341154805
"R_3Lc12uLMk3eKzeH",2,1,4,2,17,"alex","diagnostic","NA",22,2,7,5,2.25,-0.362941349947786
"R_1kGmXrayZdkDsS7",4,2,4,3,8,"alex","diagnostic","NA",37,1,7,2,3.25,-0.0887496989433764
"R_2OVdJ9LWSNhbjCv",4,2,2,2,20,"alex","diagnostic","NA",27,2,7,2,2.5,-0.13301696267629
"R_2OPFQ7LykO2p3f2",2,2,2,2,11,"alex","diagnostic","NA",54,2,7,5,2,-0.685080865516649
"R_vf7Ra4AQDs4wPBL",3,3,3,2,26,"alex","diagnostic","NA",20,2,4,2,2.75,0.189122552892574
"R_czG3ZwoVRzXZaJX",1,2,2,2,20,"alex","diagnostic","NA",18,2,6,2,1.75,-0.546144739598674
"R_2xFPg1uHDctsGIy",2,2,2,1,14,"alex","diagnostic","NA",33,2,2,2,1.75,-0.73057499619341
"R_3mjz2WfoB4rCAjI",2,2,5,4,30,"alex","diagnostic","NA",22,1,7,2,3.25,0.587494575237321
"R_2EA9Q6hC6mpFcZR",3,2,3,2,17,"alex","diagnostic","NA",20,2,7,5,2.5,-0.225232090973658
"R_1fiJYHUXTnsNQFe",1,2,2,2,3,"alex","diagnostic","NA",26,2,1,2,1.75,-1.06869713328376
"R_3rH6ccNqC6Oe0Mi",2,2,4,3,39,"alex","diagnostic","NA",19,1,7,2,2.75,0.588721442181168
"R_2P576ttTSLoibZF",2,3,5,1,23,"alex","diagnostic","NA",18,1,7,2,2.75,0.0969074245952062
