"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot"
"R_2ZUNxDFY8XbUekb",7,7,7,7,100,"sam","diagnostic","NA",53,1,"student",7,5,7,1.13604964529934
"R_sTfiaJDSxPOLV4d",7,7,7,7,85,"sam","diagnostic","NA",21,2,"student",7,5,7,0.572376356959401
"R_3pD9Ht1rz0g4eFH",7,6,7,7,100,"sam","diagnostic","NA",31,2,"student",7,2,6.75,0.997711270765651
"R_1plJPeTCRssL2nh",7,7,7,7,100,"sam","diagnostic","NA",36,2,"student",5,5,7,1.13604964529934
"R_2TtPvdmYPKuhmbU",6,6,4,6,76,"sam","diagnostic","NA",43,2,"student",NA,2,5.5,-0.595857863246691
"R_1QlRVcyUsXKR6Ar",7,6,6,6,80,"sam","diagnostic","NA",20,2,"student",7,5,6.25,-0.0305298627549759
"R_AoZGmW6bXkLp99T",7,7,7,7,95,"sam","diagnostic","NA",30,1,"student",7,2,7,0.948158549186027
"R_1f9Ia2toVTmDmH6",7,7,7,7,100,"sam","diagnostic","NA",33,1,"student",2,2,7,1.13604964529934
"R_3shK4UFgHdDeZgq",6,7,6,5,80,"sam","diagnostic","NA",20,2,"student",7,5,6,-0.168868237288664
"R_8k5SidjFnWDTuOB",6,6,6,4,75,"sam","diagnostic","NA",19,1,"student",2,2,5.5,-0.633436082469353
"R_23frfsHlXiav0Ah",7,6,6,7,100,"sam","diagnostic","NA",19,1,"student",7,2,6.5,0.859372896231963
"R_1gUPIQS2AZHIRr0",7,7,7,7,95,"sam","diagnostic","NA",22,1,"student",2,2,7,0.948158549186027
"R_1mOc6dsCxaiLawP",7,7,7,7,100,"sam","diagnostic","NA",23,2,"student",7,2,7,1.13604964529934
"R_1n1MkupxN1CpZvS",7,7,7,7,100,"sam","diagnostic","NA",21,2,"student",7,2,7,1.13604964529934
"R_28InHni9WfUelIb",7,7,4,7,100,"sam","diagnostic","NA",35,1,"student",5,2,6.25,0.721034521698275
"R_qw4BPrtuKZJieBz",7,7,7,7,100,"sam","diagnostic","NA",21,2,"student",7,5,7,1.13604964529934
"R_1FhtkvAKr0Yvnio",7,2,7,7,92,"sam","diagnostic","NA",21,2,"student",5,5,5.75,0.143732018849598
"R_2DXCzoUByDPbV3l",6,6,5,6,86,"sam","diagnostic","NA",22,2,"student",7,5,5.75,-0.0817372964863771
"R_2tKVakOn8Xu6oc6",7,7,7,7,100,"sam","diagnostic","NA",51,2,"student",7,2,7,1.13604964529934
"R_2ZDkizZWugZsC26",6,6,1,6,91,"sam","diagnostic","NA",46,2,"student",7,2,4.75,-0.447199698507817
"R_2CJSPhii7gKZ5QK",6,6,6,6,80,"sam","diagnostic","NA",28,1,"student",7,2,6,-0.168868237288664
"R_3sokqnSH4vFXWa7",7,7,7,7,95,"sam","diagnostic","NA",26,2,"student",7,2,7,0.948158549186027
"R_1PS1fs9SZpY2ULJ",7,7,7,7,100,"sam","diagnostic","NA",32,2,"student",7,2,7,1.13604964529934
"R_2QiGs8tpR8as6dL",7,7,7,7,95,"sam","diagnostic","NA",27,2,"student",7,2,7,0.948158549186027
"R_qQTMZYhg7bvgAxj",6,6,1,5,78,"sam","diagnostic","NA",28,1,"student",7,2,4.5,-1.07405492293612
"R_2bHpogC1zl1E64a",7,7,6,7,100,"sam","diagnostic","NA",19,2,"student",7,2,6.75,0.997711270765651
"R_214njwWTK68D7l1",7,7,7,7,100,"sam","diagnostic","NA",28,2,"student",7,2,7,1.13604964529934
"R_ZFdhO5Sv7iWBwD7",5,5,6,7,60,"sam","diagnostic","NA",22,1,"student",7,2,5.75,-1.0587709962756
"R_31EOMo3tSEjM4sP",7,7,7,7,86,"sam","diagnostic","NA",37,2,"student",2,2,7,0.609954576182064
"R_2Pjo53jhRsYpk7T",7,7,7,7,100,"sam","diagnostic","NA",43,2,"student",7,2,7,1.13604964529934
"R_1nO6hYI6PvtMEKX",6,6,6,6,84,"sam","diagnostic","NA",19,2,"student",7,2,6,-0.0185553603980139
"R_3OrzovjOstffvdN",6,6,5,6,60,"sam","diagnostic","NA",55,2,"student",7,5,5.75,-1.0587709962756
"R_1Ffe6CDQWow1Ga6",7,7,7,6,100,"sam","diagnostic","NA",18,2,"student",7,5,6.75,0.997711270765651
"R_1zBvYolH9q7ihfH",5,5,6,6,70,"sam","diagnostic","NA",21,1,"student",7,2,5.5,-0.821327178582666
"R_1o7sO94B7mTsOrM",7,7,7,7,100,"sam","diagnostic","NA",19,1,"student",5,2,7,1.13604964529934
"R_2thbBUYPVsYuUrN",7,7,7,7,99,"sam","diagnostic","NA",20,1,"student",7,2,7,1.09847142607668
"R_0Cxoup8koh2mls5",7,7,7,7,71,"sam","diagnostic","NA",38,2,"student",7,NA,7,0.0462812878421258
"R_2R1TpLJZl3cuWt8",6,6,6,6,71,"sam","diagnostic","NA",22,1,"student",2,2,6,-0.507072210292627
"R_22tvTJn1vAnv5BD",7,7,7,7,100,"sam","diagnostic","NA",19,1,"student",5,2,7,1.13604964529934
"R_1HoSgk6v0akBflG",7,7,7,7,100,"sam","diagnostic","NA",21,2,"student",5,5,7,1.13604964529934
"R_3R1QbET3wPYTu6Y",6,1,1,1,100,"sam","diagnostic","NA",55,2,"student",7,5,2.25,-1.49237947084074
"R_2CswTImX4lSZswi",6,6,4,6,80,"sam","diagnostic","NA",23,3,"student",7,2,5.5,-0.445544986356041
"R_yvC377YScgtjKal",7,6,6,7,78,"sam","diagnostic","NA",20,1,"student",7,5,6.5,0.0326520733333872
"R_1hGdmN8QUT7vBHS",5,6,5,6,65,"sam","diagnostic","NA",20,1,"student",7,2,5.5,-1.00921827469598
"R_2rCTRxDh7u8RO32",7,7,7,7,83,"sam","diagnostic","NA",20,2,"student",2,5,7,0.497219918514076
"R_1FM3VVeA4oAhnay",7,5,5,5,73,"sam","diagnostic","NA",25,2,"student",NA,5,5.5,-0.708592520914678
"R_3R4VEpdIu1HpVVs",6,6,6,6,90,"sam","diagnostic","NA",34,1,"student",7,5,6,0.206913954937961
"R_1EgnYiY1JqqYtIK",6,6,6,5,82,"sam","diagnostic","NA",25,2,"student",7,2,5.75,-0.232050173377027
"R_2s72SyInsfGdL66",7,7,7,7,82,"sam","diagnostic","NA",45,2,"student",2,5,7,0.459641699291414
"R_2QopjstuhZl9EgM",6,6,5,5,84,"sam","diagnostic","NA",22,1,"student",7,2,5.5,-0.29523210946539
"R_2DY2JbsvkmsxiiY",7,7,5,7,90,"sam","diagnostic","NA",19,2,"student",7,2,6.5,0.483590704005338
"R_1IuRyRl80CiJ9dm",7,7,7,7,98,"sam","diagnostic","NA",39,1,"student",7,NA,7,1.06089320685401
"R_ZxUJrEbWnGFLRct",6,5,6,7,78,"sam","diagnostic","NA",18,2,"student",4,5,6,-0.244024675733989
"R_0jHptzcNlzwvYpb",6,6,5,5,70,"sam","diagnostic","NA",51,2,"student",7,5,5.5,-0.821327178582666
"R_DOdGKnAGDxEODOF",7,7,7,7,100,"sam","diagnostic","NA",49,2,"student",7,2,7,1.13604964529934
"R_8ugJ0ch3SLJeAKZ",7,7,6,7,95,"sam","diagnostic","NA",18,2,"student",7,2,6.75,0.809820174652339
"R_3pmY3HTagmMpwpw",6,6,7,6,93,"sam","diagnostic","NA",20,2,"student",7,5,6.25,0.457986987139637
"R_tY8qodZmoaJCZJT",6,3,5,4,77,"sam","diagnostic","NA",29,1,"MTurk",7,1,4.5,-1.11163314215878
"R_2tthawW0rf2ZbE1",2,1,3,1,53,"sam","diagnostic","NA",25,1,"MTurk",7,2,1.75,-3.53523252337325
"R_pyj3eM98AIT9UwF",6,6,5,7,67,"sam","diagnostic","NA",31,1,"MTurk",7,2,6,-0.657385087183277
"R_2ZERpeVSkeqRLzA",7,7,7,7,90,"sam","diagnostic","NA",35,1,"MTurk",7,2,7,0.760267453072714
"R_3EhFoz9NoNCteA4",7,7,7,7,100,"sam","diagnostic","NA",33,2,"MTurk",7,2,7,1.13604964529934
"R_1DTq8JPi0qBW8dJ",6,7,2,1,64,"sam","diagnostic","NA",25,1,"MTurk",7,3,4,-1.87682674112077
"R_10qn30KCeif5Nsv",6,7,4,7,82,"sam","diagnostic","NA",34,2,"MTurk",7,NA,6,-0.093711798843339
"R_29vmyuMTasMGazr",7,7,7,7,100,"sam","diagnostic","NA",45,2,"MTurk",7,1,7,1.13604964529934
"R_3JJdx6xxCRWaxhe",5,7,4,5,72,"sam","diagnostic","NA",33,2,"MTurk",NA,2,5.25,-0.884509114671029
"R_1LTCJmdlieczDsB",7,7,7,7,100,"sam","diagnostic","NA",27,2,"MTurk",7,NA,7,1.13604964529934
"R_3ilsYTwKLYtjRdf",6,6,6,6,89,"sam","diagnostic","NA",26,1,"MTurk",7,2,6,0.169335735715299
"R_1kFVGyHth18uDqU",4,2,2,3,84,"sam","diagnostic","NA",30,1,"MTurk",7,3,2.75,-1.81695422933596
"R_1jkNDuTGaB8sYhR",5,5,4,6,64,"sam","diagnostic","NA",46,2,"MTurk",7,2,5,-1.32347324298602
"R_3jZE6W2LbeHCEsG",7,6,7,6,80,"sam","diagnostic","NA",38,2,"MTurk",7,2,6.5,0.107808511778712
"R_3GlInHZAksDPIYH",6,5,5,6,80,"sam","diagnostic","NA",62,1,"MTurk",7,2,5.5,-0.445544986356041
"R_3koGsUw2FZ2dFTY",7,7,7,7,100,"sam","diagnostic","NA",52,2,"MTurk",7,2,7,1.13604964529934
"R_3I0LPiy1iHzGZ9G",4,6,4,5,76,"sam","diagnostic","NA",29,1,"MTurk",7,1,4.75,-1.01087298684776
"R_1Kj4zMcCWOmG01c",7,5,5,6,61,"sam","diagnostic","NA",23,2,"MTurk",7,2,5.75,-1.02119277705294
"R_1Cskl487D55mF0h",2,7,6,2,62,"sam","diagnostic","NA",25,1,"MTurk",7,2,4.25,-1.81364480503241
"R_3XlwB7KgpRAwk9j",7,7,7,7,94,"sam","diagnostic","NA",37,2,"MTurk",7,5,7,0.910580329963364
"R_3j7NxwWNM34SAgf",7,7,6,7,96,"sam","diagnostic","NA",35,1,"MTurk",7,5,6.75,0.847398393875001
"R_C1PlDorsJgntTMJ",5,6,5,6,77,"sam","diagnostic","NA",52,1,"MTurk",7,2,5.5,-0.558279644024028
"R_3KPhUI94PenKx3y",4,6,4,6,50,"sam","diagnostic","NA",63,1,"MTurk",7,2,5,-1.84956831210329
"R_2ZJHk2jdnaQKn3M",6,6,6,6,70,"sam","diagnostic","NA",41,1,"MTurk",7,2,6,-0.54465042951529
"R_C4jcFgTrTSuzo3f",6,5,5,6,71,"sam","diagnostic","NA",29,1,"MTurk",7,1,5.5,-0.783748959360003
"R_ymtQMnpULfkw1KF",4,5,6,7,81,"sam","diagnostic","NA",34,2,"MTurk",NA,2,5.5,-0.407966767133378
"R_1gj5AQHL2ns71ri",4,5,6,6,90,"sam","diagnostic","NA",59,1,"MTurk",7,2,5.25,-0.208101168663103
"R_1ODiHSm2n7DEMMG",5,7,6,6,64,"sam","diagnostic","NA",27,1,"MTurk",7,2,6,-0.770119744851265
"R_1PduhWON30aUOJ6",4,7,5,3,57,"sam","diagnostic","NA",25,1,"MTurk",7,2,4.75,-1.72485915207834
"R_3dDL6SO27Aq32nv",7,7,7,7,100,"sam","diagnostic","NA",30,1,"MTurk",7,2,7,1.13604964529934
"R_5BwOk68rDAr6nsd",5,7,6,7,58,"sam","diagnostic","NA",25,1,"MTurk",7,2,6.25,-0.857250685653552
"R_3qI3gtOTyTp6hfr",7,6,7,7,80,"sam","diagnostic","NA",36,1,"MTurk",7,2,6.75,0.2461468863124
"R_9KtTDSZN0wUIExP",5,6,5,4,77,"sam","diagnostic","NA",29,1,"MTurk",7,1,5,-0.834956393091404
"R_3kcyhXkOTiz5tmx",4,2,3,3,76,"sam","diagnostic","NA",30,1,"MTurk",7,3,3,-1.97924160858357
"R_2P5wBaI4hYMEyvF",6,6,7,7,85,"sam","diagnostic","NA",26,1,"MTurk",7,2,6.5,0.295699607892025
"R_1IYSD0Uf1KddN17",5,6,3,5,71,"sam","diagnostic","NA",26,1,"MTurk",7,2,4.75,-1.19876408296107
"R_r9H7U2J1buu0I5H",6,7,7,1,77,"sam","diagnostic","NA",24,1,"MTurk",7,2,5.25,-0.696618018557716
"R_1EcGCvNPQ1dofKB",7,2,2,3,84,"sam","diagnostic","NA",30,1,"MTurk",7,3,3.5,-1.4019391057349
"R_2ymFFjRfX1CY7Kl",6,6,6,6,76,"sam","diagnostic","NA",74,1,"MTurk",7,2,6,-0.319181114179314
"R_RaGOZO312eNaEjT",6,6,6,6,91,"sam","diagnostic","NA",39,2,"MTurk",7,2,6,0.244492174160624
"R_2E0NXpUEIxDlusK",3,2,5,7,56,"sam","diagnostic","NA",25,1,"MTurk",7,2,4.25,-2.03911412036838
"R_2aJsoGIzLo2KEpl",6,6,4,6,90,"sam","diagnostic","NA",24,1,"MTurk",7,2,5.5,-0.069762794129415
"R_1pAv1j3tzC9dKG6",7,7,7,7,81,"sam","diagnostic","NA",40,1,"MTurk",7,2,7,0.422063480068751
"R_2xDD4X3dUb5wy3X",3,5,3,6,50,"sam","diagnostic","NA",22,1,"MTurk",NA,2,4.25,-2.26458343570436
"R_2s7iQzQE4HrBioF",4,3,3,2,31,"sam","diagnostic","NA",32,1,"MTurk",7,2,3,-3.67026147360339
"R_2aOHanOmysw92Cq",6,7,7,6,74,"sam","diagnostic","NA",29,1,"MTurk",7,2,6.5,-0.117660803557263
"R_2trpAiUYtqf1wM6",7,7,7,6,86,"sam","diagnostic","NA",30,1,"MTurk",7,2,6.75,0.471616201648376
"R_TpBK6HJCp4q1urn",6,7,7,5,87,"sam","diagnostic","NA",24,1,"MTurk",7,2,6.25,0.232517671803662
"R_3hhxPIFNsuAnjv0",7,7,7,7,82,"sam","diagnostic","NA",35,1,"MTurk",7,2,7,0.459641699291414
"R_3a7dfltSIyjn90l",7,6,5,7,75,"sam","diagnostic","NA",45,1,"MTurk",7,2,6.25,-0.218420958868289
"R_1Qat1qreFzCBOpE",7,7,7,7,91,"sam","diagnostic","NA",39,1,"MTurk",7,2,7,0.797845672295377
"R_3RkHqLkxKmRRUas",6,4,4,5,73,"sam","diagnostic","NA",24,1,"MTurk",NA,2,4.75,-1.12360764451574
"R_2TGjDbHcx1GGRhf",7,6,7,6,73,"sam","diagnostic","NA",46,2,"MTurk",7,5,6.5,-0.155239022779926
"R_1M8p5VRcq875Xfr",7,5,6,7,87,"sam","diagnostic","NA",34,1,"MTurk",7,5,6.25,0.232517671803662
"R_3MzCRMLdQYztsVs",6,3,5,5,72,"sam","diagnostic","NA",44,2,"MTurk",7,2,4.75,-1.16118586373841
"R_3J9siQhmixStjIg",4,2,3,2,85,"sam","diagnostic","NA",30,1,"MTurk",7,3,2.75,-1.7793760101133
"R_6nTLDIPGnBUhxIJ",6,6,5,6,75,"sam","diagnostic","NA",32,2,"MTurk",7,NA,5.75,-0.495097707935665
"R_2ZTtsS371GKm4yX",6,6,7,6,90,"sam","diagnostic","NA",38,2,"MTurk",7,2,6.25,0.34525232947165
"R_2VqMpoK4be4pGUb",5,6,6,4,60,"sam","diagnostic","NA",45,2,"MTurk",7,2,5.25,-1.33544774534298
"R_1QxtPPduOBmW4yg",6,6,5,6,76,"sam","diagnostic","NA",36,1,"MTurk",7,NA,5.75,-0.457519488713003
"R_RepQlAPDg6uILa9",4,3,2,4,53,"sam","diagnostic","NA",30,1,"MTurk",7,3,3.25,-2.70520227617112
"R_1gU9w7r9988IOtC",5,3,6,6,70,"sam","diagnostic","NA",36,2,"MTurk",7,5,5,-1.09800392765004
"R_3JdXuQ7VZWC5dzj",6,7,7,7,86,"sam","diagnostic","NA",41,2,"MTurk",7,2,6.75,0.471616201648376
"R_3dRnfDGMRhg9YVl",4,5,3,6,33,"sam","diagnostic","NA",41,2,"MTurk",7,2,4.5,-2.76507478795593
"R_s5ml4TbTdL12YDL",6,5,4,6,74,"sam","diagnostic","NA",58,1,"MTurk",2,5,5.25,-0.809352676225704
"R_2e201omkYUNjma3",5,4,6,3,71,"sam","diagnostic","NA",41,1,"MTurk",7,5,4.5,-1.33710245749476
"R_1o4EDDZyIMji8xL",6,5,6,5,69,"sam","diagnostic","NA",25,1,"MTurk",7,5,5.5,-0.858905397805328
"R_6GapSrLiXo9GbCh",5,7,6,5,100,"sam","diagnostic","NA",30,1,"MTurk",7,3,5.75,0.444357772630899
"R_1qXwKh3s32crldQ",5,7,5,6,93,"sam","diagnostic","NA",30,1,"MTurk",7,3,5.75,0.181310238072261
"R_2sRowUKAA8FqgkJ",5,7,6,6,80,"sam","diagnostic","NA",26,1,"MTurk",1,5,6,-0.168868237288664
"R_1if9YMMGFM31KtW",6,6,7,6,99,"sam","diagnostic","NA",48,2,"MTurk",7,3,6.25,0.683456302475612
"R_CgExnZ1Q8gspFIJ",6,5,6,4,74,"sam","diagnostic","NA",35,2,"MTurk",2,2,5.25,-0.809352676225704
"R_31ynDpCMHR7rC4o",4,5,6,5,91,"sam","diagnostic","NA",25,2,"MTurk",1,2,5,-0.308861323974129
"R_yPheV3uP89SOg01",4,5,6,5,62,"sam","diagnostic","NA",21,2,"MTurk",2,2,5,-1.39862968143134
"R_27ljC6aQZV1xetQ",7,7,7,7,71,"sam","diagnostic","NA",34,1,"MTurk",7,4,7,0.0462812878421258
"R_Q4yejGqjoxqJPNL",7,6,7,6,89,"sam","diagnostic","NA",31,1,"MTurk",1,5,6.5,0.446012484782675
"R_1P5Cu9oZT8joqy4",4,4,4,4,50,"sam","diagnostic","NA",53,1,"MTurk",7,2,4,-2.40292181023805
"R_25zIbwQYBZzVU9p",6,7,6,7,81,"sam","diagnostic","NA",41,2,"MTurk",7,2,6.5,0.145386731001375
"R_1rfCj95XVA925DH",7,7,7,6,85,"sam","diagnostic","NA",25,1,"MTurk",7,2,6.75,0.434037982425713
"R_1GvRLdv0UM7Y34U",7,7,7,7,56,"sam","diagnostic","NA",35,1,"MTurk",2,2,7,-0.517392000497812
"R_24j8DMe8paMCo1b",6,5,4,6,100,"sam","diagnostic","NA",62,2,"MTurk",7,2,5.25,0.167681023563522
"R_27r1UgXSqclNO0z",7,5,5,7,79,"sam","diagnostic","NA",40,1,"MTurk",7,5,6,-0.206446456511327
"R_Q0Pr3YxYYOl7v0t",3,4,5,6,77,"sam","diagnostic","NA",29,1,"MTurk",2,2,4.5,-1.11163314215878
"R_1IfVBnPzWg94jB1",5,6,7,6,87,"sam","diagnostic","NA",40,2,"MTurk",7,1,6,0.0941792972699737
"R_1XfVamhcia4kRUJ",7,7,7,7,85,"sam","diagnostic","NA",26,1,"MTurk",1,2,7,0.572376356959401
"R_sqkwx9DWESioWAN",6,7,5,6,78,"sam","diagnostic","NA",36,1,"MTurk",7,2,6,-0.244024675733989
"R_0BTpwanO6GIUcNz",7,6,7,7,77,"sam","diagnostic","NA",36,1,"MTurk",7,2,6.75,0.133412228644413
"R_1rAeiyIh49WKDKg",6,5,7,6,90,"sam","diagnostic","NA",41,1,"MTurk",7,2,6,0.206913954937961
"R_32KqUWtO8RGR7HU",6,7,5,6,90,"sam","diagnostic","NA",35,2,"MTurk",7,5,6,0.206913954937961
"R_2QASnSUYLG4Ivf3",6,7,5,6,81,"sam","diagnostic","NA",30,2,"MTurk",7,2,6,-0.131290018066002
"R_1LURZUP1StJs37W",6,6,6,6,64,"sam","diagnostic","NA",52,2,"MTurk",2,2,6,-0.770119744851265
"R_Az0u8ME7xG6NCet",7,6,6,7,90,"sam","diagnostic","NA",27,1,"MTurk",7,2,6.5,0.483590704005338
"R_3HAeKQpkDyGD3L2",7,7,7,7,97,"sam","diagnostic","NA",39,2,"MTurk",7,2,7,1.02331498763135
"R_3003ptD95qB7YXi",6,5,6,6,71,"sam","diagnostic","NA",35,1,"MTurk",7,2,5.75,-0.645410584826315
"R_3GkUWB8PH1ki9e8",6,5,6,5,67,"sam","diagnostic","NA",29,1,"MTurk",7,2,5.5,-0.934061836250654
"R_xupOZfk2bN3lFvz",4,4,4,4,49,"sam","diagnostic","NA",31,1,"MTurk",7,2,4,-2.44050002946071
"R_Dl378k7048GPeOl",7,7,7,7,69,"sam","diagnostic","NA",38,1,"MTurk",1,2,7,-0.0288751506031993
"R_vUjS1vwb7EHs8OB",7,7,6,7,88,"sam","diagnostic","NA",47,1,"MTurk",7,2,6.75,0.546772640093701
"R_1FLjdIdF0FdqiDK",6,3,2,3,52,"sam","diagnostic","NA",38,1,"MTurk",7,3,3.5,-2.6044421208601
"R_1C1jPpJFMR9imfz",5,7,7,5,73,"sam","diagnostic","NA",30,2,"MTurk",7,2,6,-0.431915771847302
"R_9pk5B2cnZ4JERIB",7,7,7,7,97,"sam","diagnostic","NA",36,2,"MTurk",7,5,7,1.02331498763135
"R_1rBsdBeFvXKvG9t",7,6,7,6,84,"sam","diagnostic","NA",44,1,"MTurk",1,2,6.5,0.258121388669362
"R_xa1sdn75pRI1QZ3",5,4,6,6,75,"sam","diagnostic","NA",30,1,"MTurk",1,5,5.25,-0.771774457003041
"R_33kY0MWPNlwBlMW",6,6,6,7,80,"sam","diagnostic","NA",44,1,"MTurk",7,2,6.25,-0.0305298627549759
"R_2vliyfDgR8mw9hz",5,4,6,6,95,"sam","diagnostic","NA",38,1,"MTurk",7,2,5.25,-0.0202100725497905
"R_A5Sao29dEaedMwV",6,6,6,6,92,"sam","diagnostic","NA",31,1,"MTurk",7,3,6,0.282070393383286
"R_10vBgTQwM4JHeCl",3,4,4,5,77,"sam","diagnostic","NA",30,2,"MTurk",7,NA,4,-1.38830989122616
"R_ujMncWieUumzK93",6,7,6,7,73,"sam","diagnostic","NA",25,1,"MTurk",7,2,6.5,-0.155239022779926
"R_2czND1KoaUxEXXs",5,6,6,6,72,"sam","diagnostic","NA",39,1,"MTurk",NA,2,5.75,-0.607832365603653
"R_82i9A1vHrcCCvoR",7,6,7,7,86,"sam","diagnostic","NA",30,1,"MTurk",7,2,6.75,0.471616201648376
"R_1i9BwKHdvea0Ojg",7,7,7,7,80,"sam","diagnostic","NA",35,1,"MTurk",7,2,7,0.384485260846089
"R_33sfFPBY28UcPdg",7,7,7,6,95,"sam","diagnostic","NA",56,2,"MTurk",7,2,6.75,0.809820174652339
"R_2cwSh7C6JuQkjDf",3,4,5,6,100,"sam","diagnostic","NA",23,1,"MTurk",7,2,4.5,-0.247334100037542
"R_1od6fnpHwpB02BK",7,7,6,7,90,"sam","diagnostic","NA",35,2,"MTurk",7,5,6.75,0.621929078539026
"R_syZS5r5uV4Y5obf",4,3,1,4,65,"sam","diagnostic","NA",24,1,"MTurk",7,2,3,-2.39260202003286
"R_3Rw0NFfnndA8Czy",6,6,7,7,75,"sam","diagnostic","NA",57,1,"MTurk",NA,2,6.5,-0.0800825843346004
"R_O2lmcJVNXHoFuoh",7,7,7,6,100,"sam","diagnostic","NA",25,2,"MTurk",7,5,6.75,0.997711270765651
"R_2wLCktgeI1i5dKM",6,7,3,5,76,"sam","diagnostic","NA",40,1,"MTurk",1,2,5.25,-0.734196237780379
"R_5uQ1aTIixL2mn5f",7,7,7,7,93,"sam","diagnostic","NA",37,2,"MTurk",7,5,7,0.873002110740702
"R_2vk5pJwKjeQE8hy",4,5,6,6,84,"sam","diagnostic","NA",53,1,"MTurk",7,2,5.25,-0.433570483999078
"R_3hs985r0pnDKZdo",6,6,6,6,82,"sam","diagnostic","NA",35,2,"MTurk",7,2,6,-0.093711798843339
"R_2zr5AwWsFLJ13uX",2,3,4,5,71,"sam","diagnostic","NA",30,1,"MTurk",7,2,3.5,-1.89045595562951
"R_1oASpdarFSPmgFl",5,6,6,6,59,"sam","diagnostic","NA",34,2,"MTurk",7,5,5.75,-1.09634921549827
"R_89chuNpxzxNxQqJ",7,4,4,3,90,"sam","diagnostic","NA",54,1,"MTurk",7,2,4.5,-0.623116292264168
"R_1OGZWLO2ATwBmjj",4,3,4,5,61,"sam","diagnostic","NA",47,1,"MTurk",2,2,4,-1.98956139878876
"R_2YnXxJkV0Z2MROO",7,7,7,7,87,"robin","non-diagnostic","ND1",20,2,"student",5,2,7,0.647532795404727
"R_31mVQnqgoolXbrG",7,7,7,7,100,"robin","non-diagnostic","ND1",19,2,"student",2,2,7,1.13604964529934
"R_2bZqPrUCEmsWwkz",6,6,4,4,73,"robin","non-diagnostic","ND1",19,1,"student",7,2,5,-0.985269269982055
"R_1C75Yd2qmqCnkyd",7,7,7,7,100,"robin","non-diagnostic","ND1",20,1,"student",7,2,7,1.13604964529934
"R_a2xpV0wtH00wyDT",6,6,6,6,82,"robin","non-diagnostic","ND1",24,2,"student",7,2,6,-0.093711798843339
"R_vq9AaGUCDq1PMvT",7,5,7,7,70,"robin","non-diagnostic","ND1",23,2,"student",7,2,6.5,-0.267973680447913
"R_273jgo0b1Lcveyz",5,5,5,5,79,"robin","non-diagnostic","ND1",27,2,"student",2,2,5,-0.759799954646079
"R_3nGC5l3ECPmr8rL",7,7,5,6,97,"robin","non-diagnostic","ND1",29,1,"student",1,5,6.25,0.608299864030287
"R_6thM6e8V15f7iyl",6,6,6,6,90,"robin","non-diagnostic","ND1",20,2,"student",7,2,6,0.206913954937961
"R_3s0OSmS0GCR3vKH",6,6,4,6,58,"robin","non-diagnostic","ND1",22,2,"student",7,2,5.5,-1.27226580925462
"R_2RPUqaTfAGSHVgz",7,6,7,6,89,"robin","non-diagnostic","ND1",21,2,"student",7,5,6.5,0.446012484782675
"R_2S6wRKdtr8S2AB0",6,5,7,6,75,"robin","non-diagnostic","ND1",18,1,"student",7,2,6,-0.356759333401977
"R_29bIWNrGpCzkY39",6,7,6,7,93,"robin","non-diagnostic","ND1",27,2,"student",7,2,6.5,0.596325361673325
"R_3Et1HXAo0lxGPog",7,6,7,7,92,"robin","non-diagnostic","ND1",22,2,"student",7,5,6.75,0.697085516984351
"R_1PTvmdOR5TrVAcN",7,7,4,1,47,"robin","non-diagnostic","ND1",21,2,"student",7,2,4.75,-2.10064134430497
"R_OJs0Hhgdq2DXlAd",6,6,6,6,95,"robin","non-diagnostic","ND1",22,1,"student",7,5,6,0.394805051051274
"R_3IWRzLV3GjN1OJQ",7,7,7,7,100,"robin","non-diagnostic","ND1",19,1,"student",1,2,7,1.13604964529934
"R_3CHkTitMqn7IgpN",7,7,7,7,100,"robin","non-diagnostic","ND1",44,2,"student",2,2,7,1.13604964529934
"R_1jCmuYDYFVV6i1o",5,5,4,4,65,"robin","non-diagnostic","ND1",28,1,"student",7,2,4.5,-1.56257177283073
"R_3HAcPCh81cAY12r",6,5,7,6,79,"robin","non-diagnostic","ND1",20,2,"student",2,5,6,-0.206446456511327
"R_paSmQNCyfvZOBjz",6,5,6,5,73,"robin","non-diagnostic","ND1",19,2,"student",7,5,5.5,-0.708592520914678
"R_2e9czh8oTCwKID9",7,6,7,7,91,"robin","non-diagnostic","ND1",21,1,"student",7,2,6.75,0.659507297761688
"R_eqtYAi7a7b3Ve5X",7,7,7,7,95,"robin","non-diagnostic","ND1",45,2,"student",2,5,7,0.948158549186027
"R_PIDhR0ohVpc7JLP",6,4,5,6,50,"robin","non-diagnostic","ND1",51,2,"student",7,2,5.25,-1.7112299375696
"R_2ruPqAhGq054BBu",5,5,4,6,60,"robin","non-diagnostic","ND1",24,1,"student",7,2,5,-1.47378611987667
"R_1KfMnkqMSdySBKL",7,7,6,7,90,"robin","non-diagnostic","ND1",21,1,"student",7,5,6.75,0.621929078539026
"R_06tqXcmnF3LMSs1",6,6,6,6,84,"robin","non-diagnostic","ND1",19,4,"student",7,5,6,-0.0185553603980139
"R_2wN8PslToS6XEz7",7,7,7,7,100,"robin","non-diagnostic","ND1",20,2,"student",7,2,7,1.13604964529934
