"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot"
"R_0ezGBVhPw0nLXcB",7,7,7,6,100,"francis","non-diagnostic","ND1",56,1,"MTurk",1,2,6.75,0.997711270765651
"R_2VkKEwpaNWNOaf6",6,6,5,7,94,"francis","non-diagnostic","ND1",38,1,"MTurk",1,2,6,0.357226831828611
"R_322TIK0quGP0Mry",5,5,5,5,71,"francis","non-diagnostic","ND1",28,1,"MTurk",7,2,5,-1.06042570842738
"R_9Y27vqOOnfb24N3",5,5,5,5,75,"francis","non-diagnostic","ND1",26,1,"MTurk",7,2,5,-0.91011283153673
"R_3fq4FWpgAWTovw7",7,7,7,7,97,"francis","non-diagnostic","ND1",35,1,"MTurk",7,2,7,1.02331498763135
"R_33ycpZ3ug4mTEPS",6,7,6,7,78,"francis","non-diagnostic","ND1",45,1,"MTurk",4,2,6.5,0.0326520733333872
"R_2bIEd88Lv7PgeMl",7,7,7,7,85,"francis","non-diagnostic","ND1",32,2,"MTurk",7,3,7,0.572376356959401
"R_2VkHNUBrjN9SB7q",5,6,6,6,82,"francis","non-diagnostic","ND1",32,1,"MTurk",7,2,5.75,-0.232050173377027
"R_cwfEVKaVFJ6zp6N",6,5,6,5,92,"francis","non-diagnostic","ND1",39,1,"MTurk",7,3,5.5,0.00539364431591005
"R_2wLxAeZN9LzurrF",7,6,6,6,82,"francis","non-diagnostic","ND1",29,1,"MTurk",7,5,6.25,0.0446265756903492
"R_9vpEsAMydR8ONcR",7,7,7,6,96,"francis","non-diagnostic","ND1",43,2,"MTurk",7,2,6.75,0.847398393875001
"R_32PnyKqXka3xFzJ",5,4,5,7,73,"francis","non-diagnostic","ND1",34,1,"MTurk",7,2,5.25,-0.846930895448367
"R_23Vjoq75pdWcQA5",7,7,7,7,88,"francis","non-diagnostic","ND1",33,2,"MTurk",7,3,7,0.685111014627389
"R_3JqqRVf9PlKIL9k",5,6,7,6,100,"francis","non-diagnostic","ND1",30,1,"MTurk",7,2,6,0.582696147164587
"R_1F2PNQtCecKqYPM",5,4,5,5,59,"francis","non-diagnostic","ND1",28,1,"MTurk",7,5,4.75,-1.64970271363302
"R_23frb4IOUUvLZrV",4,4,5,5,55,"francis","non-diagnostic","ND1",29,1,"MTurk",7,2,4.5,-1.93835396505736
"R_11jR9xGxAKOwdpK",4,3,6,4,69,"francis","non-diagnostic","ND1",25,1,"MTurk",7,5,4.25,-1.55059727047377
"R_2YnXxJkV0Z2MROO",7,7,7,7,98,"francis","non-diagnostic","ND2",20,2,"student",5,2,7,1.06089320685401
"R_31mVQnqgoolXbrG",7,7,7,7,100,"francis","non-diagnostic","ND2",19,2,"student",2,2,7,1.13604964529934
"R_a2xpV0wtH00wyDT",5,5,5,5,79,"francis","non-diagnostic","ND2",24,2,"student",7,2,5,-0.759799954646079
"R_7P9XoCGCan7Cul3",7,7,7,7,90,"francis","non-diagnostic","ND2",38,2,"student",7,2,7,0.760267453072714
"R_vq9AaGUCDq1PMvT",5,5,6,5,51,"francis","non-diagnostic","ND2",23,2,"student",7,2,5.25,-1.67365171834694
"R_DOwUROQV1jm042B",5,6,6,5,80,"francis","non-diagnostic","ND2",24,2,"student",NA,5,5.5,-0.445544986356041
"R_3nGC5l3ECPmr8rL",5,5,5,6,80,"francis","non-diagnostic","ND2",29,1,"student",1,5,5.25,-0.583883360889729
"R_6thM6e8V15f7iyl",6,6,6,6,90,"francis","non-diagnostic","ND2",20,2,"student",7,2,6,0.206913954937961
"R_29bIWNrGpCzkY39",5,5,6,5,75,"francis","non-diagnostic","ND2",27,2,"student",7,2,5.25,-0.771774457003041
"R_3Et1HXAo0lxGPog",5,7,6,3,92,"francis","non-diagnostic","ND2",22,2,"student",7,5,5.25,-0.132944730217778
"R_1PTvmdOR5TrVAcN",7,7,7,7,100,"francis","non-diagnostic","ND2",21,2,"student",7,2,7,1.13604964529934
"R_3IWRzLV3GjN1OJQ",7,7,1,6,98,"francis","non-diagnostic","ND2",19,1,"student",1,2,5.25,0.0925245851181972
"R_AaFyO9VIoKpeT4Z",7,7,6,7,100,"francis","non-diagnostic","ND2",22,2,"student",7,5,6.75,0.997711270765651
"R_1jCmuYDYFVV6i1o",4,4,4,4,50,"francis","non-diagnostic","ND2",28,1,"student",7,2,4,-2.40292181023805
"R_3HuX63UnzRrZcRQ",5,6,5,5,61,"francis","non-diagnostic","ND2",21,2,"student",NA,2,5.25,-1.29786952612032
"R_paSmQNCyfvZOBjz",3,4,5,3,45,"francis","non-diagnostic","ND2",19,2,"student",7,5,3.75,-2.72915128088505
"R_eqtYAi7a7b3Ve5X",6,6,6,6,91,"francis","non-diagnostic","ND2",45,2,"student",2,5,6,0.244492174160624
"R_yWxoGwfnPPArP5D",7,7,7,7,100,"francis","non-diagnostic","ND2",28,2,"student",7,5,7,1.13604964529934
"R_1KfMnkqMSdySBKL",7,7,6,7,90,"francis","non-diagnostic","ND2",21,1,"student",7,5,6.75,0.621929078539026
"R_06tqXcmnF3LMSs1",6,6,4,4,75,"francis","non-diagnostic","ND2",19,4,"student",7,5,5,-0.91011283153673
"R_z8RuGzSbXFxUy1X",6,6,7,5,80,"francis","non-diagnostic","ND2",19,2,"student",5,5,6,-0.168868237288664
"R_1i4cK0wTALPvBuZ",6,7,5,7,90,"francis","non-diagnostic","ND2",22,1,"student",7,2,6.25,0.34525232947165
"R_2QuFkW7PUg9Ab9T",5,5,4,4,68,"francis","non-diagnostic","ND2",20,2,"student",7,2,4.5,-1.44983711516274
"R_3Ib0NQJRKq0lSrV",4,4,4,4,55,"francis","non-diagnostic","ND2",62,1,"student",7,5,4,-2.21503071412473
"R_wQPCsaQMv0O7gv7",6,6,6,5,70,"francis","non-diagnostic","ND2",19,2,"student",2,5,5.75,-0.682988804048978
"R_1oaRhGi0S7n7vXB",6,6,6,6,95,"francis","non-diagnostic","ND2",30,2,"student",7,5,6,0.394805051051274
"R_1hVXH95V2LGmOXK",6,5,5,5,74,"francis","non-diagnostic","ND2",26,2,"student",7,2,5.25,-0.809352676225704
"R_1OE2Uh6OMDkLpjf",5,6,6,5,75,"francis","non-diagnostic","ND2",21,2,"student",7,5,5.5,-0.633436082469353
"R_12RTl3of2y9ZVnf",6,5,5,4,70,"francis","non-diagnostic","ND2",38,2,"student",7,2,5,-1.09800392765004
"R_WchkKE0oa6xzNwR",7,6,6,7,95,"francis","non-diagnostic","ND2",22,1,"student",7,2,6.5,0.67148180011865
"R_1NmnmpN3sYcxZ52",5,6,6,5,90,"francis","non-diagnostic","ND2",19,2,"student",5,2,5.5,-0.069762794129415
"R_3qdItExy2Brrud2",6,6,6,5,85,"francis","non-diagnostic","ND2",18,1,"student",7,NA,5.75,-0.11931551570904
"R_24PmfL5Zsuirc9j",7,7,7,7,91,"francis","non-diagnostic","ND2",20,1,"student",7,2,7,0.797845672295377
"R_3fNagqn7m9Hh2v0",5,6,7,5,85,"francis","non-diagnostic","ND2",20,2,"student",7,2,5.75,-0.11931551570904
"R_3Hn4UmS9TL7yKlB",6,6,5,4,80,"francis","non-diagnostic","ND2",24,2,"student",7,2,5.25,-0.583883360889729
"R_2PjVGKhB9J8aZ5V",7,6,7,7,99,"francis","non-diagnostic","ND2",19,2,"student",5,5,6.75,0.960133051542989
"R_1K3WFjTzSpnpUf4",7,7,7,7,88,"francis","non-diagnostic","ND2",19,2,"student",NA,2,7,0.685111014627389
"R_12xNN18bg7YgZ9A",5,5,4,3,75,"francis","non-diagnostic","ND2",20,2,"student",1,5,4.25,-1.32512795513779
"R_2WSUZMC6rn9f6CR",5,5,6,5,69,"francis","non-diagnostic","ND2",21,2,"student",7,2,5.25,-0.997243772339017
"R_2QuHvsYcZGLX8Gt",7,5,7,6,81,"francis","non-diagnostic","ND2",22,1,"student",7,2,6.25,0.00704835646768662
"R_2TzbX84PiqLAHBK",6,7,7,7,86,"francis","non-diagnostic","ND2",21,2,"student",NA,2,6.75,0.471616201648376
"R_ZCUWDYWLHuteugV",7,7,7,7,90,"francis","non-diagnostic","ND2",19,2,"student",NA,2,7,0.760267453072714
"R_BLhsa1ItbTLz5pn",5,5,6,5,79,"francis","non-diagnostic","ND2",19,2,"student",7,2,5.25,-0.621461580112391
"R_1N8IRpZxA9qcSFY",7,7,7,6,94,"francis","non-diagnostic","ND2",21,2,"student",4,5,6.75,0.772241955429676
"R_9NXT2Pp7D53552V",6,7,5,5,94,"francis","non-diagnostic","ND2",19,2,"student",NA,2,5.75,0.218888457294923
"R_1ojAIJNnRcvHPzp",3,3,3,3,40,"francis","non-diagnostic","ND2",35,2,"student",7,2,3,-3.33205750059942
"R_2wGdQbA3dxfTPMB",7,7,7,5,95,"francis","non-diagnostic","ND2",19,2,"student",6,2,6.5,0.67148180011865
"R_1oI9Iog4OVIHTWs",7,7,7,6,89,"francis","non-diagnostic","ND2",35,2,"student",7,5,6.75,0.584350859316363
"R_26g0BCzd852xSIi",6,6,6,6,81,"francis","non-diagnostic","ND2",28,2,"student",5,5,6,-0.131290018066002
"R_1kLBP6NuiVELZ0d",5,5,5,5,60,"francis","non-diagnostic","ND2",42,1,"student",7,5,5,-1.47378611987667
"R_DAimQBXILJUz8s1",7,7,7,7,100,"francis","non-diagnostic","ND2",21,2,"student",2,2,7,1.13604964529934
"R_1d0lLTXgxxVXbGE",6,1,2,2,97,"francis","non-diagnostic","ND2",20,2,"student",7,2,2.75,-1.32843737944135
"R_3stbXFA4ptg4tXa",7,7,7,7,100,"francis","non-diagnostic","ND2",31,2,"student",1,5,7,1.13604964529934
"R_ByoxrZAptNrZhIt",7,7,1,2,100,"francis","non-diagnostic","ND2",20,2,"student",7,2,4.25,-0.38567247457123
"R_3NKvc5eJAGCV2ZC",6,6,6,6,72,"francis","non-diagnostic","ND2",21,2,"student",7,5,6,-0.469493991069964
"R_3ps9MtcTOhywcvq",7,7,6,7,85,"francis","non-diagnostic","ND2",51,2,"student",7,5,6.75,0.434037982425713
"R_1eRcTJsn6Tbuz1p",4,3,5,4,40,"francis","non-diagnostic","ND2",19,1,"student",NA,5,4,-2.77870400246467
"R_1guPf64nCTCkvc4",7,7,7,7,90,"francis","non-diagnostic","ND2",20,2,"student",7,5,7,0.760267453072714
"R_ylRwCoz3v7burN7",7,6,6,6,84,"francis","non-diagnostic","ND2",22,2,"student",NA,2,6.25,0.119783014135674
"R_bO3Vuj23jptOqI1",7,7,7,7,100,"francis","non-diagnostic","ND2",19,2,"student",7,2,7,1.13604964529934
"R_2UeVK6ro8e8bZiI",6,7,4,4,85,"francis","non-diagnostic","ND2",28,1,"student",7,2,5.25,-0.395992264776416
"R_1qgrMDpMbSRq0IE",7,7,7,7,100,"francis","non-diagnostic","ND2",19,2,"student",2,2,7,1.13604964529934
"R_20NiXtt1xzwUFVc",7,7,7,7,100,"francis","non-diagnostic","ND2",18,2,"student",7,5,7,1.13604964529934
"R_1INsgETtChwGxWv",7,7,7,4,100,"francis","non-diagnostic","ND2",20,2,"student",7,2,6.25,0.721034521698275
"R_O8AdUs2UvjjfAnT",4,5,6,4,65,"francis","non-diagnostic","ND2",21,2,"student",NA,2,4.75,-1.42423339829704
"R_1q8lCn2DcopYWuS",7,7,7,7,100,"francis","non-diagnostic","ND2",19,2,"student",7,2,7,1.13604964529934
"R_s6DN2r1EprgvvJD",7,6,6,7,95,"francis","non-diagnostic","ND2",19,1,"student",NA,2,6.5,0.67148180011865
"R_3JeeTa6FBBQm7tz",7,6,7,6,60,"francis","non-diagnostic","ND2",20,2,"student",2,5,6.5,-0.643755872674539
"R_sTLBFP4Law9glJD",6,5,7,5,70,"francis","non-diagnostic","ND2",19,1,"student",2,2,5.75,-0.682988804048978
"R_pL7mbaBm1GVtgzf",6,7,6,6,90,"francis","non-diagnostic","ND2",20,2,"student",6,2,6.25,0.34525232947165
"R_1jDqAsPFWRxfgK4",6,6,6,6,73,"francis","non-diagnostic","ND2",21,2,"student",NA,2,6,-0.431915771847302
"R_2ASx66RaAgISHdj",7,7,7,7,100,"francis","non-diagnostic","ND2",27,2,"student",7,2,7,1.13604964529934
"R_1DpPy92R6VrEf3H",7,7,7,4,50,"francis","non-diagnostic","ND2",55,1,"student",7,2,6.25,-1.15787643943485
"R_2Br2VIBMzitwaA7",7,7,7,7,93,"francis","non-diagnostic","ND2",19,2,"student",2,5,7,0.873002110740702
"R_28UKBuBwcT6kzms",7,6,7,7,95,"francis","non-diagnostic","ND2",21,2,"student",7,5,6.75,0.809820174652339
"R_2RWHcQ3fiOcu0Tz",7,7,7,7,100,"francis","non-diagnostic","ND2",19,2,"student",7,NA,7,1.13604964529934
"R_1CDh2RsMN8hwBPH",5,5,5,6,76,"francis","non-diagnostic","ND2",23,2,"student",5,5,5.25,-0.734196237780379
"R_10Ifh1xwmNCnqo8",7,7,7,7,91,"francis","non-diagnostic","ND2",21,1,"student",NA,2,7,0.797845672295377
"R_3IRJi1W30zQAZCy",4,4,4,4,50,"francis","non-diagnostic","ND2",30,2,"student",7,5,4,-2.40292181023805
"R_a2J3BlVydaO5PMd",7,7,7,7,95,"francis","non-diagnostic","ND2",22,1,"student",7,2,7,0.948158549186027
"R_1mLt3ctnz9AAV0b",7,7,7,7,100,"francis","non-diagnostic","ND2",22,2,"student",7,5,7,1.13604964529934
"R_1obdsMpCRrgVWto",7,7,7,7,100,"francis","non-diagnostic","ND2",19,1,"student",7,NA,7,1.13604964529934
"R_1TTeoFWAOGfScQF",7,7,4,4,100,"francis","non-diagnostic","ND2",19,1,"student",7,5,5.5,0.30601939809721
"R_3h9r1B6aZYOjMIs",7,7,7,6,100,"francis","non-diagnostic","ND2",44,2,"student",2,2,6.75,0.997711270765651
"R_2CKtslDSitNqOcR",6,6,6,6,90,"francis","non-diagnostic","ND2",20,1,"student",7,2,6,0.206913954937961
"R_2R3MCWNZimonl3W",7,7,7,7,100,"francis","non-diagnostic","ND2",19,2,"student",2,2,7,1.13604964529934
"R_3F2wZE4I9CwiMhe",7,7,7,7,100,"francis","non-diagnostic","ND2",22,1,"student",7,NA,7,1.13604964529934
"R_2DYtkjUIPZMEsif",5,5,4,4,91,"francis","non-diagnostic","ND2",44,2,"student",7,5,4.5,-0.585538073041505
"R_4HplFFZqyfgBjrz",7,7,7,7,100,"francis","non-diagnostic","ND2",45,2,"student",7,5,7,1.13604964529934
"R_2fkflmOvLVOAvUj",6,5,6,5,66,"francis","non-diagnostic","ND2",21,2,"student",2,5,5.5,-0.971640055473316
"R_3rGnb8ivMdwLjOc",7,7,7,7,100,"francis","non-diagnostic","ND2",20,2,"student",2,2,7,1.13604964529934
"R_x5GmKUn8mjuTeVz",6,7,7,6,95,"francis","non-diagnostic","ND2",22,1,"student",7,2,6.5,0.67148180011865
"R_1kFaAzXuZxIAU9v",7,7,6,6,90,"francis","non-diagnostic","ND2",21,2,"student",5,2,6.5,0.483590704005338
"R_2OOOKan4H2CGwsS",7,7,7,7,100,"francis","non-diagnostic","ND2",20,2,"student",2,5,7,1.13604964529934
"R_2X1bd4ZkLL0K3KI",5,5,5,4,61,"francis","non-diagnostic","ND2",22,5,"student",7,5,4.75,-1.57454627518769
"R_2vbNPTLb6KmljwX",6,6,6,6,69,"francis","non-diagnostic","ND2",22,2,"student",7,2,6,-0.582228648737952
"R_3kdj7J1jm9u4qSY",7,6,4,7,81,"francis","non-diagnostic","ND2",19,2,"student",5,2,6,-0.131290018066002
"R_2rqFwXAbZ0VfORA",7,7,7,7,94,"francis","non-diagnostic","ND2",20,2,"student",7,2,7,0.910580329963364
"R_3GxqhlbEKvvnoNx",7,7,7,7,95,"francis","non-diagnostic","ND2",55,2,"student",2,2,7,0.948158549186027
"R_QikkcfLXoz2XfUZ",4,4,4,4,50,"francis","non-diagnostic","ND2",18,3,"student",NA,2,4,-2.40292181023805
"R_1jHx2k7BQMiGTwG",6,5,5,5,50,"francis","non-diagnostic","ND2",50,2,"student",7,5,5.25,-1.7112299375696
"R_2ZUNxDFY8XbUekb",7,7,7,7,100,"francis","non-diagnostic","ND2",53,1,"student",7,5,7,1.13604964529934
"R_3pD9Ht1rz0g4eFH",7,6,4,7,100,"francis","non-diagnostic","ND2",31,2,"student",7,2,6,0.582696147164587
"R_2TtPvdmYPKuhmbU",5,5,4,4,57,"francis","non-diagnostic","ND2",43,2,"student",NA,2,4.5,-1.86319752661203
"R_1QlRVcyUsXKR6Ar",7,7,6,5,70,"francis","non-diagnostic","ND2",20,2,"student",7,5,6.25,-0.406312054981601
"R_AoZGmW6bXkLp99T",5,7,6,5,75,"francis","non-diagnostic","ND2",30,1,"student",7,2,5.75,-0.495097707935665
"R_8k5SidjFnWDTuOB",5,7,6,6,85,"francis","non-diagnostic","ND2",19,1,"student",2,2,6,0.0190228588246486
"R_23frfsHlXiav0Ah",6,6,7,5,94,"francis","non-diagnostic","ND2",19,1,"student",7,2,6,0.357226831828611
"R_1gUPIQS2AZHIRr0",7,7,7,5,81,"francis","non-diagnostic","ND2",22,1,"student",2,2,6.5,0.145386731001375
"R_28InHni9WfUelIb",4,7,4,4,82,"francis","non-diagnostic","ND2",35,1,"student",5,2,4.75,-0.78540367151178
"R_1FhtkvAKr0Yvnio",7,7,7,7,92,"francis","non-diagnostic","ND2",21,2,"student",5,5,7,0.835423891518039
"R_2CJSPhii7gKZ5QK",5,5,4,4,68,"francis","non-diagnostic","ND2",28,1,"student",7,2,4.5,-1.44983711516274
"R_3sokqnSH4vFXWa7",7,7,7,7,91,"francis","non-diagnostic","ND2",26,2,"student",7,2,7,0.797845672295377
"R_1PS1fs9SZpY2ULJ",7,7,7,7,100,"francis","non-diagnostic","ND2",32,2,"student",7,2,7,1.13604964529934
"R_qQTMZYhg7bvgAxj",4,4,4,4,47,"francis","non-diagnostic","ND2",28,1,"student",7,2,4,-2.51565646790603
"R_214njwWTK68D7l1",7,7,7,7,100,"francis","non-diagnostic","ND2",28,2,"student",7,2,7,1.13604964529934
"R_ZFdhO5Sv7iWBwD7",6,6,6,6,85,"francis","non-diagnostic","ND2",22,1,"student",7,2,6,0.0190228588246486
"R_1nO6hYI6PvtMEKX",5,6,5,6,80,"francis","non-diagnostic","ND2",19,2,"student",7,2,5.5,-0.445544986356041
"R_3OrzovjOstffvdN",5,4,4,3,40,"francis","non-diagnostic","ND2",55,2,"student",7,5,4,-2.77870400246467
"R_1zBvYolH9q7ihfH",5,5,5,4,66,"francis","non-diagnostic","ND2",21,1,"student",7,2,4.75,-1.38665517907438
"R_1o7sO94B7mTsOrM",6,7,7,7,95,"francis","non-diagnostic","ND2",19,1,"student",5,2,6.75,0.809820174652339
"R_0Cxoup8koh2mls5",6,6,6,3,64,"francis","non-diagnostic","ND2",38,2,"student",7,NA,5.25,-1.18513486845233
"R_2R1TpLJZl3cuWt8",4,4,4,4,50,"francis","non-diagnostic","ND2",22,1,"student",2,2,4,-2.40292181023805
"R_1HoSgk6v0akBflG",7,7,7,7,100,"francis","non-diagnostic","ND2",21,2,"student",5,5,7,1.13604964529934
"R_2CswTImX4lSZswi",4,5,4,5,60,"francis","non-diagnostic","ND2",23,3,"student",7,2,4.5,-1.75046286894404
"R_1hGdmN8QUT7vBHS",5,6,5,6,65,"francis","non-diagnostic","ND2",20,1,"student",7,2,5.5,-1.00921827469598
"R_1FM3VVeA4oAhnay",4,4,4,5,61,"francis","non-diagnostic","ND2",25,2,"student",NA,5,4.25,-1.85122302425507
"R_1EgnYiY1JqqYtIK",6,7,4,5,88,"francis","non-diagnostic","ND2",25,2,"student",7,2,5.5,-0.14491923257474
"R_2s72SyInsfGdL66",6,6,5,5,71,"francis","non-diagnostic","ND2",45,2,"student",2,5,5.5,-0.783748959360003
"R_1IuRyRl80CiJ9dm",7,7,7,7,98,"francis","non-diagnostic","ND2",39,1,"student",7,NA,7,1.06089320685401
"R_0jHptzcNlzwvYpb",6,6,7,6,88,"francis","non-diagnostic","ND2",51,2,"student",7,5,6.25,0.270095891026324
"R_DOdGKnAGDxEODOF",7,7,7,7,100,"francis","non-diagnostic","ND2",49,2,"student",7,2,7,1.13604964529934
"R_8ugJ0ch3SLJeAKZ",6,6,6,5,69,"francis","non-diagnostic","ND2",18,2,"student",7,2,5.75,-0.72056702327164
"R_3pmY3HTagmMpwpw",6,6,7,7,91,"francis","non-diagnostic","ND2",20,2,"student",7,5,6.5,0.521168923228
"R_pyj3eM98AIT9UwF",6,3,5,7,66,"francis","non-diagnostic","ND2",31,1,"MTurk",7,2,5.25,-1.109978430007
"R_3EhFoz9NoNCteA4",7,7,7,7,100,"francis","non-diagnostic","ND2",33,2,"MTurk",7,2,7,1.13604964529934
"R_1DTq8JPi0qBW8dJ",7,6,4,1,62,"francis","non-diagnostic","ND2",25,1,"MTurk",7,3,4.5,-1.67530643049872
"R_10qn30KCeif5Nsv",6,7,5,7,75,"francis","non-diagnostic","ND2",34,2,"MTurk",7,NA,6.25,-0.218420958868289
"R_29vmyuMTasMGazr",7,6,7,7,99,"francis","non-diagnostic","ND2",45,2,"MTurk",7,1,6.75,0.960133051542989
"R_3JJdx6xxCRWaxhe",6,3,4,6,69,"francis","non-diagnostic","ND2",33,2,"MTurk",NA,2,4.75,-1.27392052140639
"R_1LTCJmdlieczDsB",6,7,7,7,100,"francis","non-diagnostic","ND2",27,2,"MTurk",7,NA,6.75,0.997711270765651
"R_1kFVGyHth18uDqU",4,2,3,2,82,"francis","non-diagnostic","ND2",30,1,"MTurk",7,3,2.75,-1.89211066778129
"R_1jkNDuTGaB8sYhR",4,5,5,5,65,"francis","non-diagnostic","ND2",46,2,"MTurk",7,2,4.75,-1.42423339829704
"R_3jZE6W2LbeHCEsG",7,6,7,6,85,"francis","non-diagnostic","ND2",38,2,"MTurk",7,2,6.5,0.295699607892025
"R_3koGsUw2FZ2dFTY",7,7,7,7,100,"francis","non-diagnostic","ND2",52,2,"MTurk",7,2,7,1.13604964529934
"R_3I0LPiy1iHzGZ9G",5,6,5,4,68,"francis","non-diagnostic","ND2",29,1,"MTurk",7,1,5,-1.17316036609537
"R_3j7NxwWNM34SAgf",7,7,5,7,96,"francis","non-diagnostic","ND2",35,1,"MTurk",7,5,6.5,0.709060019341313
"R_3KPhUI94PenKx3y",5,4,5,4,59,"francis","non-diagnostic","ND2",63,1,"MTurk",7,2,4.5,-1.78804108816671
"R_2ZJHk2jdnaQKn3M",5,5,4,4,60,"francis","non-diagnostic","ND2",41,1,"MTurk",7,2,4.5,-1.75046286894404
"R_C4jcFgTrTSuzo3f",6,4,4,6,63,"francis","non-diagnostic","ND2",29,1,"MTurk",7,1,5,-1.36105146220868
"R_ymtQMnpULfkw1KF",7,4,6,7,81,"francis","non-diagnostic","ND2",34,2,"MTurk",NA,2,6,-0.131290018066002
"R_1gj5AQHL2ns71ri",5,5,5,5,79,"francis","non-diagnostic","ND2",59,1,"MTurk",7,2,5,-0.759799954646079
"R_3dDL6SO27Aq32nv",7,7,7,7,100,"francis","non-diagnostic","ND2",30,1,"MTurk",7,2,7,1.13604964529934
"R_9KtTDSZN0wUIExP",5,7,4,5,74,"francis","non-diagnostic","ND2",29,1,"MTurk",7,1,5.25,-0.809352676225704
"R_3kcyhXkOTiz5tmx",6,4,3,2,84,"francis","non-diagnostic","ND2",30,1,"MTurk",7,3,3.75,-1.26360073120121
"R_r9H7U2J1buu0I5H",3,3,7,2,77,"francis","non-diagnostic","ND2",24,1,"MTurk",7,2,3.75,-1.52664826575985
"R_RaGOZO312eNaEjT",4,4,4,4,75,"francis","non-diagnostic","ND2",39,2,"MTurk",7,2,4,-1.46346632967148
"R_2aJsoGIzLo2KEpl",6,6,4,5,90,"francis","non-diagnostic","ND2",24,1,"MTurk",7,2,5.25,-0.208101168663103
"R_1pAv1j3tzC9dKG6",7,7,7,7,86,"francis","non-diagnostic","ND2",40,1,"MTurk",7,2,7,0.609954576182064
"R_2xDD4X3dUb5wy3X",3,4,5,4,50,"francis","non-diagnostic","ND2",22,1,"MTurk",NA,2,4,-2.40292181023805
"R_TpBK6HJCp4q1urn",6,7,7,3,82,"francis","non-diagnostic","ND2",24,1,"MTurk",7,2,5.75,-0.232050173377027
"R_3a7dfltSIyjn90l",7,6,7,6,53,"francis","non-diagnostic","ND2",45,1,"MTurk",7,2,6.5,-0.906803407233177
"R_1Qat1qreFzCBOpE",6,6,6,6,91,"francis","non-diagnostic","ND2",39,1,"MTurk",7,2,6,0.244492174160624
"R_3RkHqLkxKmRRUas",3,4,7,2,69,"francis","non-diagnostic","ND2",24,1,"MTurk",NA,2,4,-1.68893564500746
"R_3MzCRMLdQYztsVs",3,5,4,7,70,"francis","non-diagnostic","ND2",44,2,"MTurk",7,2,4.75,-1.23634230218373
"R_6nTLDIPGnBUhxIJ",6,7,7,6,82,"francis","non-diagnostic","ND2",32,2,"MTurk",7,NA,6.5,0.182964950224037
"R_2ZTtsS371GKm4yX",6,7,5,7,88,"francis","non-diagnostic","ND2",38,2,"MTurk",7,2,6.25,0.270095891026324
"R_2VqMpoK4be4pGUb",5,6,4,5,67,"francis","non-diagnostic","ND2",45,2,"MTurk",7,2,5,-1.21073858531803
"R_1QxtPPduOBmW4yg",5,7,6,6,78,"francis","non-diagnostic","ND2",36,1,"MTurk",7,NA,6,-0.244024675733989
"R_RepQlAPDg6uILa9",4,3,3,2,82,"francis","non-diagnostic","ND2",30,1,"MTurk",7,3,3,-1.7537722932476
"R_s5ml4TbTdL12YDL",5,5,6,6,72,"francis","non-diagnostic","ND2",58,1,"MTurk",2,5,5.5,-0.746170740137341
"R_2e201omkYUNjma3",3,6,5,4,71,"francis","non-diagnostic","ND2",41,1,"MTurk",7,5,4.5,-1.33710245749476
"R_1o4EDDZyIMji8xL",6,5,5,6,91,"francis","non-diagnostic","ND2",25,1,"MTurk",7,5,5.5,-0.0321845749067525
"R_CgExnZ1Q8gspFIJ",6,4,6,4,63,"francis","non-diagnostic","ND2",35,2,"MTurk",2,2,5,-1.36105146220868
"R_31ynDpCMHR7rC4o",4,5,6,5,82,"francis","non-diagnostic","ND2",25,2,"MTurk",1,2,5,-0.647065296978092
"R_27ljC6aQZV1xetQ",7,7,7,7,94,"francis","non-diagnostic","ND2",34,1,"MTurk",7,4,7,0.910580329963364
"R_1rfCj95XVA925DH",7,7,6,7,89,"francis","non-diagnostic","ND2",25,1,"MTurk",7,2,6.75,0.584350859316363
"R_1GvRLdv0UM7Y34U",7,7,6,7,68,"francis","non-diagnostic","ND2",35,1,"MTurk",2,2,6.75,-0.20479174435955
"R_27r1UgXSqclNO0z",7,6,6,6,100,"francis","non-diagnostic","ND2",40,1,"MTurk",7,5,6.25,0.721034521698275
"R_Q0Pr3YxYYOl7v0t",3,4,5,6,83,"francis","non-diagnostic","ND2",29,1,"MTurk",2,2,4.5,-0.886163826822806
"R_1XfVamhcia4kRUJ",7,7,7,7,79,"francis","non-diagnostic","ND2",26,1,"MTurk",1,2,7,0.346907041623426
"R_0BTpwanO6GIUcNz",7,5,7,7,68,"francis","non-diagnostic","ND2",36,1,"MTurk",7,2,6.5,-0.343130118893238
"R_1LURZUP1StJs37W",6,6,6,6,78,"francis","non-diagnostic","ND2",52,2,"MTurk",2,2,6,-0.244024675733989
"R_Az0u8ME7xG6NCet",6,6,6,6,91,"francis","non-diagnostic","ND2",27,1,"MTurk",7,2,6,0.244492174160624
"R_3HAeKQpkDyGD3L2",5,5,5,5,81,"francis","non-diagnostic","ND2",39,2,"MTurk",7,2,5,-0.684643516200754
"R_3GkUWB8PH1ki9e8",5,6,4,5,77,"francis","non-diagnostic","ND2",29,1,"MTurk",7,2,5,-0.834956393091404
"R_xupOZfk2bN3lFvz",5,5,5,5,63,"francis","non-diagnostic","ND2",31,1,"MTurk",7,2,5,-1.36105146220868
