"ResponseId","scenario_abb","MP_R1","MP_R2","MP_R3","MP_R4","M_1","StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consentQ","age","gender","gender_4_TEXT","S_M_R_1","S_M_R_2","S_M_R_3","S_M_R_4","S_M_M_1","J_ND1_R_1","J_ND1_R_2","J_ND1_R_3","J_ND1_R_4","J_ND1_M_1","C_ND2_R_1","C_ND2_R_2","C_ND2_R_3","C_ND2_R_4","C_ND2_M_1","F_M_R_1","F_M_R_2","F_M_R_3","F_M_R_4","F_M_M_1","A_M_R_1","A_M_R_2","A_M_R_3","A_M_R_4","A_M_M_1","R_M_R_1","R_M_R_2","R_M_R_3","R_M_R_4","R_M_M_1","attn_chk_1Q","attn_chk_2_Q","condition","R_tot","M1","M1R_tot"
"R_1rAOs6RqakJdkL8","Robin",5,2,4,6,50,2022-01-31 06:46:44,2022-01-31 06:49:52,100,188,TRUE,2022-01-31 06:49:52,NA,NA,NA,NA,"anonymous","EN","Yes",26,"Male",NA,5,6,2,7,50,4,5,4,3,50,3,6,5,4,50,1,5,6,4,50,4,6,7,3,100,5,2,4,6,50,"None of the above","Soccer","Diagnostic",4.25,50,-0.446746016170732
"R_SNJKFw9DC8IFUtj","Sam",6,7,6,5,66,2022-01-31 06:46:12,2022-01-31 06:50:04,100,231,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",56,"Male",NA,6,7,6,5,66,6,7,6,4,70,7,6,5,6,71,5,7,6,4,71,5,7,6,5,64,5,6,6,4,70,"None of the above","Baseball","Diagnostic",6,66,0.410895404268177
"R_SNJKFw9DC8IFUtj","Jackie",6,7,6,4,70,2022-01-31 06:46:12,2022-01-31 06:50:04,100,231,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",56,"Male",NA,6,7,6,5,66,6,7,6,4,70,7,6,5,6,71,5,7,6,4,71,5,7,6,5,64,5,6,6,4,70,"None of the above","Baseball","Non-Diagnostic",5.75,70,0.410496542598012
"R_SNJKFw9DC8IFUtj","Charlie",7,6,5,6,71,2022-01-31 06:46:12,2022-01-31 06:50:04,100,231,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",56,"Male",NA,6,7,6,5,66,6,7,6,4,70,7,6,5,6,71,5,7,6,4,71,5,7,6,5,64,5,6,6,4,70,"None of the above","Baseball","Non-Diagnostic",6,71,0.508037380262239
"R_SNJKFw9DC8IFUtj","Francis",5,7,6,4,71,2022-01-31 06:46:12,2022-01-31 06:50:04,100,231,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",56,"Male",NA,6,7,6,5,66,6,7,6,4,70,7,6,5,6,71,5,7,6,4,71,5,7,6,5,64,5,6,6,4,70,"None of the above","Baseball","Diagnostic",5.5,71,0.351812495331409
"R_SNJKFw9DC8IFUtj","Alex",5,7,6,5,64,2022-01-31 06:46:12,2022-01-31 06:50:04,100,231,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",56,"Male",NA,6,7,6,5,66,6,7,6,4,70,7,6,5,6,71,5,7,6,4,71,5,7,6,5,64,5,6,6,4,70,"None of the above","Baseball","Diagnostic",5.75,64,0.293926171405136
"R_SNJKFw9DC8IFUtj","Robin",5,6,6,4,70,2022-01-31 06:46:12,2022-01-31 06:50:04,100,231,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",56,"Male",NA,6,7,6,5,66,6,7,6,4,70,7,6,5,6,71,5,7,6,4,71,5,7,6,5,64,5,6,6,4,70,"None of the above","Baseball","Diagnostic",5.25,70,0.254271657667181
"R_30cTFvBwJnKjZ6H","Sam",4,5,4,5,77,2022-01-31 06:47:57,2022-01-31 06:50:05,100,128,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,4,5,4,5,77,4,5,5,5,67,4,5,4,6,74,4,5,4,5,71,4,5,4,5,67,4,5,4,5,65,"None of the above","Soccer","Diagnostic",4.5,77,0.155933096662623
"R_30cTFvBwJnKjZ6H","Jackie",4,5,5,5,67,2022-01-31 06:47:57,2022-01-31 06:50:05,100,128,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,4,5,4,5,77,4,5,5,5,67,4,5,4,6,74,4,5,4,5,71,4,5,4,5,67,4,5,4,5,65,"None of the above","Soccer","Non-Diagnostic",4.75,67,0.0397615871399124
"R_30cTFvBwJnKjZ6H","Charlie",4,5,4,6,74,2022-01-31 06:47:57,2022-01-31 06:50:05,100,128,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,4,5,4,5,77,4,5,5,5,67,4,5,4,6,74,4,5,4,5,71,4,5,4,5,67,4,5,4,5,65,"None of the above","Soccer","Non-Diagnostic",4.75,74,0.1757603535316
"R_30cTFvBwJnKjZ6H","Francis",4,5,4,5,71,2022-01-31 06:47:57,2022-01-31 06:50:05,100,128,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,4,5,4,5,77,4,5,5,5,67,4,5,4,6,74,4,5,4,5,71,4,5,4,5,67,4,5,4,5,65,"None of the above","Soccer","Diagnostic",4.5,71,0.0393627254697473
"R_30cTFvBwJnKjZ6H","Alex",4,5,4,5,67,2022-01-31 06:47:57,2022-01-31 06:50:05,100,128,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,4,5,4,5,77,4,5,5,5,67,4,5,4,6,74,4,5,4,5,71,4,5,4,5,67,4,5,4,5,65,"None of the above","Soccer","Diagnostic",4.5,67,-0.038350855325503
"R_30cTFvBwJnKjZ6H","Robin",4,5,4,5,65,2022-01-31 06:47:57,2022-01-31 06:50:05,100,128,TRUE,2022-01-31 06:50:05,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,4,5,4,5,77,4,5,5,5,67,4,5,4,6,74,4,5,4,5,71,4,5,4,5,67,4,5,4,5,65,"None of the above","Soccer","Diagnostic",4.5,65,-0.0772076457231281
"R_a5US9emhxy4nyEN","Sam",2,2,4,3,10,2022-01-31 06:45:36,2022-01-31 06:50:07,100,271,TRUE,2022-01-31 06:50:08,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,2,2,4,3,10,4,4,4,4,50,4,4,4,4,50,2,2,4,3,12,1,1,1,1,3,1,1,1,1,3,"None of the above","Soccer","Diagnostic",2.75,10,-1.69255647891573
"R_a5US9emhxy4nyEN","Jackie",4,4,4,4,50,2022-01-31 06:45:36,2022-01-31 06:50:07,100,271,TRUE,2022-01-31 06:50:08,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,2,2,4,3,10,4,4,4,4,50,4,4,4,4,50,2,2,4,3,12,1,1,1,1,3,1,1,1,1,3,"None of the above","Soccer","Non-Diagnostic",4,50,-0.524858458636147
"R_a5US9emhxy4nyEN","Charlie",4,4,4,4,50,2022-01-31 06:45:36,2022-01-31 06:50:07,100,271,TRUE,2022-01-31 06:50:08,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,2,2,4,3,10,4,4,4,4,50,4,4,4,4,50,2,2,4,3,12,1,1,1,1,3,1,1,1,1,3,"None of the above","Soccer","Non-Diagnostic",4,50,-0.524858458636147
"R_a5US9emhxy4nyEN","Francis",2,2,4,3,12,2022-01-31 06:45:36,2022-01-31 06:50:07,100,271,TRUE,2022-01-31 06:50:08,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,2,2,4,3,10,4,4,4,4,50,4,4,4,4,50,2,2,4,3,12,1,1,1,1,3,1,1,1,1,3,"None of the above","Soccer","Diagnostic",2.75,12,-1.6536996885181
"R_a5US9emhxy4nyEN","Alex",1,1,1,1,3,2022-01-31 06:45:36,2022-01-31 06:50:07,100,271,TRUE,2022-01-31 06:50:08,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,2,2,4,3,10,4,4,4,4,50,4,4,4,4,50,2,2,4,3,12,1,1,1,1,3,1,1,1,1,3,"None of the above","Soccer","Diagnostic",1,3,-2.37534234256532
"R_a5US9emhxy4nyEN","Robin",1,1,1,1,3,2022-01-31 06:45:36,2022-01-31 06:50:07,100,271,TRUE,2022-01-31 06:50:08,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,2,2,4,3,10,4,4,4,4,50,4,4,4,4,50,2,2,4,3,12,1,1,1,1,3,1,1,1,1,3,"None of the above","Soccer","Diagnostic",1,3,-2.37534234256532
"R_3pa6k5zMq9jQogs","Sam",6,5,6,6,80,2022-01-31 06:46:26,2022-01-31 06:50:09,100,222,TRUE,2022-01-31 06:50:09,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,6,5,6,6,80,6,5,6,5,78,5,6,5,6,77,6,5,6,6,83,6,5,6,5,72,5,6,7,6,87,"None of the above","Soccer","Diagnostic",5.75,80,0.604780494586137
"R_3pa6k5zMq9jQogs","Jackie",6,5,6,5,78,2022-01-31 06:46:26,2022-01-31 06:50:09,100,222,TRUE,2022-01-31 06:50:09,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,6,5,6,6,80,6,5,6,5,78,5,6,5,6,77,6,5,6,6,83,6,5,6,5,72,5,6,7,6,87,"None of the above","Soccer","Non-Diagnostic",5.5,78,0.487811261723097
"R_3pa6k5zMq9jQogs","Charlie",5,6,5,6,77,2022-01-31 06:46:26,2022-01-31 06:50:09,100,222,TRUE,2022-01-31 06:50:09,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,6,5,6,6,80,6,5,6,5,78,5,6,5,6,77,6,5,6,6,83,6,5,6,5,72,5,6,7,6,87,"None of the above","Soccer","Non-Diagnostic",5.5,77,0.468382866524284
"R_3pa6k5zMq9jQogs","Francis",6,5,6,6,83,2022-01-31 06:46:26,2022-01-31 06:50:09,100,222,TRUE,2022-01-31 06:50:09,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,6,5,6,6,80,6,5,6,5,78,5,6,5,6,77,6,5,6,6,83,6,5,6,5,72,5,6,7,6,87,"None of the above","Soccer","Diagnostic",5.75,83,0.663065680182575
"R_3pa6k5zMq9jQogs","Alex",6,5,6,5,72,2022-01-31 06:46:26,2022-01-31 06:50:09,100,222,TRUE,2022-01-31 06:50:09,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,6,5,6,6,80,6,5,6,5,78,5,6,5,6,77,6,5,6,6,83,6,5,6,5,72,5,6,7,6,87,"None of the above","Soccer","Diagnostic",5.5,72,0.371240890530221
"R_3pa6k5zMq9jQogs","Robin",5,6,7,6,87,2022-01-31 06:46:26,2022-01-31 06:50:09,100,222,TRUE,2022-01-31 06:50:09,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,6,5,6,6,80,6,5,6,5,78,5,6,5,6,77,6,5,6,6,83,6,5,6,5,72,5,6,7,6,87,"None of the above","Soccer","Diagnostic",6,87,0.81889170344324
"R_3oZO7cyNweUz0TA","Sam",1,1,2,2,5,2022-01-31 06:45:56,2022-01-31 06:50:09,100,253,TRUE,2022-01-31 06:50:10,NA,NA,NA,NA,"anonymous","EN","Yes",27,"Male",NA,1,1,2,2,5,4,4,4,4,50,4,4,4,4,50,1,1,3,4,20,1,1,2,1,0,1,1,1,1,0,"None of the above","Soccer","Diagnostic",1.5,5,-2.18026066723687
"R_3oZO7cyNweUz0TA","Jackie",4,4,4,4,50,2022-01-31 06:45:56,2022-01-31 06:50:09,100,253,TRUE,2022-01-31 06:50:10,NA,NA,NA,NA,"anonymous","EN","Yes",27,"Male",NA,1,1,2,2,5,4,4,4,4,50,4,4,4,4,50,1,1,3,4,20,1,1,2,1,0,1,1,1,1,0,"None of the above","Soccer","Non-Diagnostic",4,50,-0.524858458636147
"R_3oZO7cyNweUz0TA","Charlie",4,4,4,4,50,2022-01-31 06:45:56,2022-01-31 06:50:09,100,253,TRUE,2022-01-31 06:50:10,NA,NA,NA,NA,"anonymous","EN","Yes",27,"Male",NA,1,1,2,2,5,4,4,4,4,50,4,4,4,4,50,1,1,3,4,20,1,1,2,1,0,1,1,1,1,0,"None of the above","Soccer","Non-Diagnostic",4,50,-0.524858458636147
"R_3oZO7cyNweUz0TA","Francis",1,1,3,4,20,2022-01-31 06:45:56,2022-01-31 06:50:09,100,253,TRUE,2022-01-31 06:50:10,NA,NA,NA,NA,"anonymous","EN","Yes",27,"Male",NA,1,1,2,2,5,4,4,4,4,50,4,4,4,4,50,1,1,3,4,20,1,1,2,1,0,1,1,1,1,0,"None of the above","Soccer","Diagnostic",2.25,20,-1.65449741185843
"R_3oZO7cyNweUz0TA","Alex",1,1,2,1,0,2022-01-31 06:45:56,2022-01-31 06:50:09,100,253,TRUE,2022-01-31 06:50:10,NA,NA,NA,NA,"anonymous","EN","Yes",27,"Male",NA,1,1,2,2,5,4,4,4,4,50,4,4,4,4,50,1,1,3,4,20,1,1,2,1,0,1,1,1,1,0,"None of the above","Soccer","Diagnostic",1.25,0,-2.35551508569634
"R_3oZO7cyNweUz0TA","Robin",1,1,1,1,0,2022-01-31 06:45:56,2022-01-31 06:50:09,100,253,TRUE,2022-01-31 06:50:10,NA,NA,NA,NA,"anonymous","EN","Yes",27,"Male",NA,1,1,2,2,5,4,4,4,4,50,4,4,4,4,50,1,1,3,4,20,1,1,2,1,0,1,1,1,1,0,"None of the above","Soccer","Diagnostic",1,0,-2.43362752816176
"R_WkRQk7ugHNLXHW1","Sam",7,6,6,7,72,2022-01-31 06:45:54,2022-01-31 06:50:11,100,257,TRUE,2022-01-31 06:50:11,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,7,6,6,7,72,7,6,7,7,73,7,6,6,7,81,7,6,5,6,86,7,6,5,6,0,7,6,5,5,81,"Happy","Baseball","Diagnostic",6.5,72,0.683690660391883
"R_WkRQk7ugHNLXHW1","Jackie",7,6,7,7,73,2022-01-31 06:45:54,2022-01-31 06:50:11,100,257,TRUE,2022-01-31 06:50:11,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,7,6,6,7,72,7,6,7,7,73,7,6,6,7,81,7,6,5,6,86,7,6,5,6,0,7,6,5,5,81,"Happy","Baseball","Non-Diagnostic",6.75,73,0.781231498056111
"R_WkRQk7ugHNLXHW1","Charlie",7,6,6,7,81,2022-01-31 06:45:54,2022-01-31 06:50:11,100,257,TRUE,2022-01-31 06:50:11,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,7,6,6,7,72,7,6,7,7,73,7,6,6,7,81,7,6,5,6,86,7,6,5,6,0,7,6,5,5,81,"Happy","Baseball","Non-Diagnostic",6.5,81,0.858546217181196
"R_WkRQk7ugHNLXHW1","Francis",7,6,5,6,86,2022-01-31 06:45:54,2022-01-31 06:50:11,100,257,TRUE,2022-01-31 06:50:11,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,7,6,6,7,72,7,6,7,7,73,7,6,6,7,81,7,6,5,6,86,7,6,5,6,0,7,6,5,5,81,"Happy","Baseball","Diagnostic",6,86,0.799463308244428
"R_WkRQk7ugHNLXHW1","Alex",7,6,5,6,0,2022-01-31 06:45:54,2022-01-31 06:50:11,100,257,TRUE,2022-01-31 06:50:11,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,7,6,6,7,72,7,6,7,7,73,7,6,6,7,81,7,6,5,6,86,7,6,5,6,0,7,6,5,5,81,"Happy","Baseball","Diagnostic",6,0,-0.871378678853452
"R_WkRQk7ugHNLXHW1","Robin",7,6,5,5,81,2022-01-31 06:45:54,2022-01-31 06:50:11,100,257,TRUE,2022-01-31 06:50:11,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,7,6,6,7,72,7,6,7,7,73,7,6,6,7,81,7,6,5,6,86,7,6,5,6,0,7,6,5,5,81,"Happy","Baseball","Diagnostic",5.75,81,0.62420888978495
"R_3KHcHgJlxyoILW9","Sam",6,5,6,5,83,2022-01-31 06:46:23,2022-01-31 06:50:17,100,233,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,6,5,6,5,83,6,5,6,5,89,6,5,6,5,85,6,5,6,5,83,6,5,6,5,82,6,5,5,6,83,"Sad","Basketball","Diagnostic",5.5,83,0.584953237717159
"R_3KHcHgJlxyoILW9","Jackie",6,5,6,5,89,2022-01-31 06:46:23,2022-01-31 06:50:17,100,233,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,6,5,6,5,83,6,5,6,5,89,6,5,6,5,85,6,5,6,5,83,6,5,6,5,82,6,5,5,6,83,"Sad","Basketball","Non-Diagnostic",5.5,89,0.701523608910035
"R_3KHcHgJlxyoILW9","Charlie",6,5,6,5,85,2022-01-31 06:46:23,2022-01-31 06:50:17,100,233,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,6,5,6,5,83,6,5,6,5,89,6,5,6,5,85,6,5,6,5,83,6,5,6,5,82,6,5,5,6,83,"Sad","Basketball","Non-Diagnostic",5.5,85,0.623810028114785
"R_3KHcHgJlxyoILW9","Francis",6,5,6,5,83,2022-01-31 06:46:23,2022-01-31 06:50:17,100,233,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,6,5,6,5,83,6,5,6,5,89,6,5,6,5,85,6,5,6,5,83,6,5,6,5,82,6,5,5,6,83,"Sad","Basketball","Diagnostic",5.5,83,0.584953237717159
"R_3KHcHgJlxyoILW9","Alex",6,5,6,5,82,2022-01-31 06:46:23,2022-01-31 06:50:17,100,233,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,6,5,6,5,83,6,5,6,5,89,6,5,6,5,85,6,5,6,5,83,6,5,6,5,82,6,5,5,6,83,"Sad","Basketball","Diagnostic",5.5,82,0.565524842518347
"R_3KHcHgJlxyoILW9","Robin",6,5,5,6,83,2022-01-31 06:46:23,2022-01-31 06:50:17,100,233,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,6,5,6,5,83,6,5,6,5,89,6,5,6,5,85,6,5,6,5,83,6,5,6,5,82,6,5,5,6,83,"Sad","Basketball","Diagnostic",5.5,83,0.584953237717159
"R_273FtY9olgnrzap","Sam",1,2,3,2,17,2022-01-31 06:46:30,2022-01-31 06:50:17,100,227,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,1,2,3,2,17,4,4,4,4,50,4,4,4,4,50,2,2,2,2,30,2,2,2,2,25,2,2,2,2,29,"None of the above","Soccer","Diagnostic",2,17,-1.79089503992028
"R_273FtY9olgnrzap","Jackie",4,4,4,4,50,2022-01-31 06:46:30,2022-01-31 06:50:17,100,227,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,1,2,3,2,17,4,4,4,4,50,4,4,4,4,50,2,2,2,2,30,2,2,2,2,25,2,2,2,2,29,"None of the above","Soccer","Non-Diagnostic",4,50,-0.524858458636147
"R_273FtY9olgnrzap","Charlie",4,4,4,4,50,2022-01-31 06:46:30,2022-01-31 06:50:17,100,227,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,1,2,3,2,17,4,4,4,4,50,4,4,4,4,50,2,2,2,2,30,2,2,2,2,25,2,2,2,2,29,"None of the above","Soccer","Non-Diagnostic",4,50,-0.524858458636147
"R_273FtY9olgnrzap","Francis",2,2,2,2,30,2022-01-31 06:46:30,2022-01-31 06:50:17,100,227,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,1,2,3,2,17,4,4,4,4,50,4,4,4,4,50,2,2,2,2,30,2,2,2,2,25,2,2,2,2,29,"None of the above","Soccer","Diagnostic",2,30,-1.53832590233572
"R_273FtY9olgnrzap","Alex",2,2,2,2,25,2022-01-31 06:46:30,2022-01-31 06:50:17,100,227,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,1,2,3,2,17,4,4,4,4,50,4,4,4,4,50,2,2,2,2,30,2,2,2,2,25,2,2,2,2,29,"None of the above","Soccer","Diagnostic",2,25,-1.63546787832978
"R_273FtY9olgnrzap","Robin",2,2,2,2,29,2022-01-31 06:46:30,2022-01-31 06:50:17,100,227,TRUE,2022-01-31 06:50:17,NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,1,2,3,2,17,4,4,4,4,50,4,4,4,4,50,2,2,2,2,30,2,2,2,2,25,2,2,2,2,29,"None of the above","Soccer","Diagnostic",2,29,-1.55775429753453
"R_Ce6AaReH1PfZDH3","Sam",5,6,7,6,75,2022-01-31 06:46:25,2022-01-31 06:50:18,100,233,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",45,"Female",NA,5,6,7,6,75,4,5,7,7,67,5,6,6,7,78,5,7,6,5,70,4,5,6,7,81,4,6,4,4,66,"None of the above","Swimming","Diagnostic",6,75,0.58575096105749
"R_Ce6AaReH1PfZDH3","Jackie",4,5,7,7,67,2022-01-31 06:46:25,2022-01-31 06:50:18,100,233,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",45,"Female",NA,5,6,7,6,75,4,5,7,7,67,5,6,6,7,78,5,7,6,5,70,4,5,6,7,81,4,6,4,4,66,"None of the above","Swimming","Non-Diagnostic",5.75,67,0.352211357001574
"R_Ce6AaReH1PfZDH3","Charlie",5,6,6,7,78,2022-01-31 06:46:25,2022-01-31 06:50:18,100,233,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",45,"Female",NA,5,6,7,6,75,4,5,7,7,67,5,6,6,7,78,5,7,6,5,70,4,5,6,7,81,4,6,4,4,66,"None of the above","Swimming","Non-Diagnostic",6,78,0.644036146653927
"R_Ce6AaReH1PfZDH3","Francis",5,7,6,5,70,2022-01-31 06:46:25,2022-01-31 06:50:18,100,233,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",45,"Female",NA,5,6,7,6,75,4,5,7,7,67,5,6,6,7,78,5,7,6,5,70,4,5,6,7,81,4,6,4,4,66,"None of the above","Swimming","Diagnostic",5.75,70,0.410496542598012
"R_Ce6AaReH1PfZDH3","Alex",4,5,6,7,81,2022-01-31 06:46:25,2022-01-31 06:50:18,100,233,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",45,"Female",NA,5,6,7,6,75,4,5,7,7,67,5,6,6,7,78,5,7,6,5,70,4,5,6,7,81,4,6,4,4,66,"None of the above","Swimming","Diagnostic",5.5,81,0.546096447319534
"R_Ce6AaReH1PfZDH3","Robin",4,6,4,4,66,2022-01-31 06:46:25,2022-01-31 06:50:18,100,233,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",45,"Female",NA,5,6,7,6,75,4,5,7,7,67,5,6,6,7,78,5,7,6,5,70,4,5,6,7,81,4,6,4,4,66,"None of the above","Swimming","Diagnostic",4.5,66,-0.0577792505243155
"R_1n6oQo48Ui7otsZ","Sam",5,6,7,7,81,2022-01-31 06:45:56,2022-01-31 06:50:19,100,262,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,5,6,7,7,81,7,6,5,6,86,6,7,7,6,80,7,6,7,7,90,7,6,7,6,81,7,6,5,6,87,"None of the above","Basketball","Diagnostic",6.25,81,0.78043377471578
"R_1n6oQo48Ui7otsZ","Jackie",7,6,5,6,86,2022-01-31 06:45:56,2022-01-31 06:50:19,100,262,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,5,6,7,7,81,7,6,5,6,86,6,7,7,6,80,7,6,7,7,90,7,6,7,6,81,7,6,5,6,87,"None of the above","Basketball","Non-Diagnostic",6,86,0.799463308244428
"R_1n6oQo48Ui7otsZ","Charlie",6,7,7,6,80,2022-01-31 06:45:56,2022-01-31 06:50:19,100,262,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,5,6,7,7,81,7,6,5,6,86,6,7,7,6,80,7,6,7,7,90,7,6,7,6,81,7,6,5,6,87,"None of the above","Basketball","Non-Diagnostic",6.5,80,0.839117821982383
"R_1n6oQo48Ui7otsZ","Francis",7,6,7,7,90,2022-01-31 06:45:56,2022-01-31 06:50:19,100,262,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,5,6,7,7,81,7,6,5,6,86,6,7,7,6,80,7,6,7,7,90,7,6,7,6,81,7,6,5,6,87,"None of the above","Basketball","Diagnostic",6.75,90,1.11151421643592
"R_1n6oQo48Ui7otsZ","Alex",7,6,7,6,81,2022-01-31 06:45:56,2022-01-31 06:50:19,100,262,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,5,6,7,7,81,7,6,5,6,86,6,7,7,6,80,7,6,7,7,90,7,6,7,6,81,7,6,5,6,87,"None of the above","Basketball","Diagnostic",6.5,81,0.858546217181196
"R_1n6oQo48Ui7otsZ","Robin",7,6,5,6,87,2022-01-31 06:45:56,2022-01-31 06:50:19,100,262,TRUE,2022-01-31 06:50:19,NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,5,6,7,7,81,7,6,5,6,86,6,7,7,6,80,7,6,7,7,90,7,6,7,6,81,7,6,5,6,87,"None of the above","Basketball","Diagnostic",6,87,0.81889170344324
"R_2ccrYxGlz48Zzsb","Sam",3,3,4,3,37,2022-01-31 06:47:52,2022-01-31 06:50:21,100,149,TRUE,2022-01-31 06:50:22,NA,NA,NA,NA,"anonymous","EN","Yes",44,"Female",NA,3,3,4,3,37,6,5,5,5,80,5,5,5,5,82,1,1,3,2,21,1,1,3,2,16,1,1,1,1,10,"None of the above","Swimming","Diagnostic",3.25,37,-1.01176492361696
"R_2ccrYxGlz48Zzsb","Jackie",6,5,5,5,80,2022-01-31 06:47:52,2022-01-31 06:50:21,100,149,TRUE,2022-01-31 06:50:22,NA,NA,NA,NA,"anonymous","EN","Yes",44,"Female",NA,3,3,4,3,37,6,5,5,5,80,5,5,5,5,82,1,1,3,2,21,1,1,3,2,16,1,1,1,1,10,"None of the above","Swimming","Non-Diagnostic",5.25,80,0.448555609655306
"R_2ccrYxGlz48Zzsb","Charlie",5,5,5,5,82,2022-01-31 06:47:52,2022-01-31 06:50:21,100,149,TRUE,2022-01-31 06:50:22,NA,NA,NA,NA,"anonymous","EN","Yes",44,"Female",NA,3,3,4,3,37,6,5,5,5,80,5,5,5,5,82,1,1,3,2,21,1,1,3,2,16,1,1,1,1,10,"None of the above","Swimming","Non-Diagnostic",5,82,0.409299957587516
"R_2ccrYxGlz48Zzsb","Francis",1,1,3,2,21,2022-01-31 06:47:52,2022-01-31 06:50:21,100,149,TRUE,2022-01-31 06:50:22,NA,NA,NA,NA,"anonymous","EN","Yes",44,"Female",NA,3,3,4,3,37,6,5,5,5,80,5,5,5,5,82,1,1,3,2,21,1,1,3,2,16,1,1,1,1,10,"None of the above","Swimming","Diagnostic",1.75,21,-1.79129390159045
