"ResponseId","scenario_abb","MP_R1","MP_R2","MP_R3","MP_R4","M_1","StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consentQ","age","gender","gender_4_TEXT","S_M_R_1","S_M_R_2","S_M_R_3","S_M_R_4","S_M_M_1","J_ND1_R_1","J_ND1_R_2","J_ND1_R_3","J_ND1_R_4","J_ND1_M_1","C_ND2_R_1","C_ND2_R_2","C_ND2_R_3","C_ND2_R_4","C_ND2_M_1","F_M_R_1","F_M_R_2","F_M_R_3","F_M_R_4","F_M_M_1","A_M_R_1","A_M_R_2","A_M_R_3","A_M_R_4","A_M_M_1","R_M_R_1","R_M_R_2","R_M_R_3","R_M_R_4","R_M_M_1","attn_chk_1Q","attn_chk_2_Q","condition","R_tot","M1","M1R_tot"
"R_ZwzDyvTwh9Its4h","Sam",7,6,7,7,58,2022-01-31 03:46:31,2022-01-31 03:47:52,100,80,TRUE,2022-01-31 03:47:52,NA,NA,NA,NA,"preview","EN","Yes",NA,NA,NA,7,6,7,7,58,1,2,2,3,43,2,2,2,3,34,2,2,2,1,44,2,3,4,5,33,6,6,7,7,68,"None of the above","Soccer","Diagnostic",6.75,58,0.489805570073922
"R_ZwzDyvTwh9Its4h","Jackie",1,2,2,3,43,2022-01-31 03:46:31,2022-01-31 03:47:52,100,80,TRUE,2022-01-31 03:47:52,NA,NA,NA,NA,"preview","EN","Yes",NA,NA,NA,7,6,7,7,58,1,2,2,3,43,2,2,2,3,34,2,2,2,1,44,2,3,4,5,33,6,6,7,7,68,"None of the above","Soccer","Non-Diagnostic",2,43,-1.28575676475116
"R_ZwzDyvTwh9Its4h","Charlie",2,2,2,3,34,2022-01-31 03:46:31,2022-01-31 03:47:52,100,80,TRUE,2022-01-31 03:47:52,NA,NA,NA,NA,"preview","EN","Yes",NA,NA,NA,7,6,7,7,58,1,2,2,3,43,2,2,2,3,34,2,2,2,1,44,2,3,4,5,33,6,6,7,7,68,"None of the above","Soccer","Non-Diagnostic",2.25,34,-1.38249987907506
"R_ZwzDyvTwh9Its4h","Francis",2,2,2,1,44,2022-01-31 03:46:31,2022-01-31 03:47:52,100,80,TRUE,2022-01-31 03:47:52,NA,NA,NA,NA,"preview","EN","Yes",NA,NA,NA,7,6,7,7,58,1,2,2,3,43,2,2,2,3,34,2,2,2,1,44,2,3,4,5,33,6,6,7,7,68,"None of the above","Soccer","Diagnostic",1.75,44,-1.34444081201776
"R_ZwzDyvTwh9Its4h","Alex",2,3,4,5,33,2022-01-31 03:46:31,2022-01-31 03:47:52,100,80,TRUE,2022-01-31 03:47:52,NA,NA,NA,NA,"preview","EN","Yes",NA,NA,NA,7,6,7,7,58,1,2,2,3,43,2,2,2,3,34,2,2,2,1,44,2,3,4,5,33,6,6,7,7,68,"None of the above","Soccer","Diagnostic",3.5,33,-1.01136606194679
"R_ZwzDyvTwh9Its4h","Robin",6,6,7,7,68,2022-01-31 03:46:31,2022-01-31 03:47:52,100,80,TRUE,2022-01-31 03:47:52,NA,NA,NA,NA,"preview","EN","Yes",NA,NA,NA,7,6,7,7,58,1,2,2,3,43,2,2,2,3,34,2,2,2,1,44,2,3,4,5,33,6,6,7,7,68,"None of the above","Soccer","Diagnostic",6.5,68,0.605977079596633
"R_3FOFvF9AfNd2C2G","Sam",3,2,3,3,43,2022-01-31 06:30:06,2022-01-31 06:42:29,100,743,TRUE,2022-01-31 06:42:29,NA,NA,NA,NA,"anonymous","EN","Yes",NA,NA,NA,3,2,3,3,43,1,1,2,3,60,1,2,2,1,59,4,5,6,6,59,2,3,3,3,45,5,5,5,5,55,"None of the above","Soccer","Diagnostic",2.75,43,-1.05141943735491
"R_3FOFvF9AfNd2C2G","Jackie",1,1,2,3,60,2022-01-31 06:30:06,2022-01-31 06:42:29,100,743,TRUE,2022-01-31 06:42:29,NA,NA,NA,NA,"anonymous","EN","Yes",NA,NA,NA,3,2,3,3,43,1,1,2,3,60,1,2,2,1,59,4,5,6,6,59,2,3,3,3,45,5,5,5,5,55,"None of the above","Soccer","Non-Diagnostic",1.75,60,-1.03358648883676
"R_3FOFvF9AfNd2C2G","Charlie",1,2,2,1,59,2022-01-31 06:30:06,2022-01-31 06:42:29,100,743,TRUE,2022-01-31 06:42:29,NA,NA,NA,NA,"anonymous","EN","Yes",NA,NA,NA,3,2,3,3,43,1,1,2,3,60,1,2,2,1,59,4,5,6,6,59,2,3,3,3,45,5,5,5,5,55,"None of the above","Soccer","Non-Diagnostic",1.5,59,-1.13112732650099
"R_3FOFvF9AfNd2C2G","Francis",4,5,6,6,59,2022-01-31 06:30:06,2022-01-31 06:42:29,100,743,TRUE,2022-01-31 06:42:29,NA,NA,NA,NA,"anonymous","EN","Yes",NA,NA,NA,3,2,3,3,43,1,1,2,3,60,1,2,2,1,59,4,5,6,6,59,2,3,3,3,45,5,5,5,5,55,"None of the above","Soccer","Diagnostic",5.25,59,0.0405593104802427
"R_3FOFvF9AfNd2C2G","Alex",2,3,3,3,45,2022-01-31 06:30:06,2022-01-31 06:42:29,100,743,TRUE,2022-01-31 06:42:29,NA,NA,NA,NA,"anonymous","EN","Yes",NA,NA,NA,3,2,3,3,43,1,1,2,3,60,1,2,2,1,59,4,5,6,6,59,2,3,3,3,45,5,5,5,5,55,"None of the above","Soccer","Diagnostic",2.75,45,-1.01256264695729
"R_3FOFvF9AfNd2C2G","Robin",5,5,5,5,55,2022-01-31 06:30:06,2022-01-31 06:42:29,100,743,TRUE,2022-01-31 06:42:29,NA,NA,NA,NA,"anonymous","EN","Yes",NA,NA,NA,3,2,3,3,43,1,1,2,3,60,1,2,2,1,59,4,5,6,6,59,2,3,3,3,45,5,5,5,5,55,"None of the above","Soccer","Diagnostic",5,55,-0.115266712780423
"R_6gHCGsTwFCbH5qV","Sam",6,5,5,6,81,2022-01-31 06:45:25,2022-01-31 06:47:26,100,120,TRUE,2022-01-31 06:47:26,NA,NA,NA,NA,"anonymous","EN","Yes",51,"Female",NA,6,5,5,6,81,4,5,5,4,72,5,6,6,6,51,5,6,6,6,65,5,5,6,6,69,6,5,5,5,65,"None of the above","Soccer","Diagnostic",5.5,81,0.546096447319534
"R_6gHCGsTwFCbH5qV","Jackie",4,5,5,4,72,2022-01-31 06:45:25,2022-01-31 06:47:26,100,120,TRUE,2022-01-31 06:47:26,NA,NA,NA,NA,"anonymous","EN","Yes",51,"Female",NA,6,5,5,6,81,4,5,5,4,72,5,6,6,6,51,5,6,6,6,65,5,5,6,6,69,6,5,5,5,65,"None of the above","Soccer","Non-Diagnostic",4.5,72,0.0587911206685598
"R_6gHCGsTwFCbH5qV","Charlie",5,6,6,6,51,2022-01-31 06:45:25,2022-01-31 06:47:26,100,120,TRUE,2022-01-31 06:47:26,NA,NA,NA,NA,"anonymous","EN","Yes",51,"Female",NA,6,5,5,6,81,4,5,5,4,72,5,6,6,6,51,5,6,6,6,65,5,5,6,6,69,6,5,5,5,65,"None of the above","Soccer","Non-Diagnostic",5.75,51,0.0413570338205729
"R_6gHCGsTwFCbH5qV","Francis",5,6,6,6,65,2022-01-31 06:45:25,2022-01-31 06:47:26,100,120,TRUE,2022-01-31 06:47:26,NA,NA,NA,NA,"anonymous","EN","Yes",51,"Female",NA,6,5,5,6,81,4,5,5,4,72,5,6,6,6,51,5,6,6,6,65,5,5,6,6,69,6,5,5,5,65,"None of the above","Soccer","Diagnostic",5.75,65,0.313354566603949
"R_6gHCGsTwFCbH5qV","Alex",5,5,6,6,69,2022-01-31 06:45:25,2022-01-31 06:47:26,100,120,TRUE,2022-01-31 06:47:26,NA,NA,NA,NA,"anonymous","EN","Yes",51,"Female",NA,6,5,5,6,81,4,5,5,4,72,5,6,6,6,51,5,6,6,6,65,5,5,6,6,69,6,5,5,5,65,"None of the above","Soccer","Diagnostic",5.5,69,0.312955704933784
"R_6gHCGsTwFCbH5qV","Robin",6,5,5,5,65,2022-01-31 06:45:25,2022-01-31 06:47:26,100,120,TRUE,2022-01-31 06:47:26,NA,NA,NA,NA,"anonymous","EN","Yes",51,"Female",NA,6,5,5,6,81,4,5,5,4,72,5,6,6,6,51,5,6,6,6,65,5,5,6,6,69,6,5,5,5,65,"None of the above","Soccer","Diagnostic",5.25,65,0.157129681673118
"R_3PnuR7PylnNpXrt","Sam",1,2,2,2,5,2022-01-31 06:45:02,2022-01-31 06:47:27,100,145,TRUE,2022-01-31 06:47:27,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,2,2,2,5,5,5,6,5,77,5,5,5,6,66,3,2,4,2,10,1,1,3,1,7,2,2,1,2,8,"None of the above","Soccer","Diagnostic",1.75,5,-2.10214822477145
"R_3PnuR7PylnNpXrt","Jackie",5,5,6,5,77,2022-01-31 06:45:02,2022-01-31 06:47:27,100,145,TRUE,2022-01-31 06:47:27,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,2,2,2,5,5,5,6,5,77,5,5,5,6,66,3,2,4,2,10,1,1,3,1,7,2,2,1,2,8,"None of the above","Soccer","Non-Diagnostic",5.25,77,0.390270424058869
"R_3PnuR7PylnNpXrt","Charlie",5,5,5,6,66,2022-01-31 06:45:02,2022-01-31 06:47:27,100,145,TRUE,2022-01-31 06:47:27,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,2,2,2,5,5,5,6,5,77,5,5,5,6,66,3,2,4,2,10,1,1,3,1,7,2,2,1,2,8,"None of the above","Soccer","Non-Diagnostic",5.25,66,0.176558076871931
"R_3PnuR7PylnNpXrt","Francis",3,2,4,2,10,2022-01-31 06:45:02,2022-01-31 06:47:27,100,145,TRUE,2022-01-31 06:47:27,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,2,2,2,5,5,5,6,5,77,5,5,5,6,66,3,2,4,2,10,1,1,3,1,7,2,2,1,2,8,"None of the above","Soccer","Diagnostic",2.75,10,-1.69255647891573
"R_3PnuR7PylnNpXrt","Alex",1,1,3,1,7,2022-01-31 06:45:02,2022-01-31 06:47:27,100,145,TRUE,2022-01-31 06:47:27,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,2,2,2,5,5,5,6,5,77,5,5,5,6,66,3,2,4,2,10,1,1,3,1,7,2,2,1,2,8,"None of the above","Soccer","Diagnostic",1.5,7,-2.14140387683924
"R_3PnuR7PylnNpXrt","Robin",2,2,1,2,8,2022-01-31 06:45:02,2022-01-31 06:47:27,100,145,TRUE,2022-01-31 06:47:27,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,2,2,2,5,5,5,6,5,77,5,5,5,6,66,3,2,4,2,10,1,1,3,1,7,2,2,1,2,8,"None of the above","Soccer","Diagnostic",1.75,8,-2.04386303917501
"R_2EnrYyc7pjEO6ZK","Sam",2,2,3,3,25,2022-01-31 06:45:58,2022-01-31 06:48:21,100,143,TRUE,2022-01-31 06:48:21,NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,2,2,3,3,25,5,4,6,4,72,5,5,6,4,70,2,1,4,4,30,2,2,4,3,20,1,1,1,3,5,"None of the above","Soccer","Diagnostic",2.5,25,-1.47924299339895
"R_2EnrYyc7pjEO6ZK","Jackie",5,4,6,4,72,2022-01-31 06:45:58,2022-01-31 06:48:21,100,143,TRUE,2022-01-31 06:48:21,NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,2,2,3,3,25,5,4,6,4,72,5,5,6,4,70,2,1,4,4,30,2,2,4,3,20,1,1,1,3,5,"None of the above","Soccer","Non-Diagnostic",4.75,72,0.136903563133975
"R_2EnrYyc7pjEO6ZK","Charlie",5,5,6,4,70,2022-01-31 06:45:58,2022-01-31 06:48:21,100,143,TRUE,2022-01-31 06:48:21,NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,2,2,3,3,25,5,4,6,4,72,5,5,6,4,70,2,1,4,4,30,2,2,4,3,20,1,1,1,3,5,"None of the above","Soccer","Non-Diagnostic",5,70,0.176159215201765
"R_2EnrYyc7pjEO6ZK","Francis",2,1,4,4,30,2022-01-31 06:45:58,2022-01-31 06:48:21,100,143,TRUE,2022-01-31 06:48:21,NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,2,2,3,3,25,5,4,6,4,72,5,5,6,4,70,2,1,4,4,30,2,2,4,3,20,1,1,1,3,5,"None of the above","Soccer","Diagnostic",2.75,30,-1.30398857493948
"R_2EnrYyc7pjEO6ZK","Alex",2,2,4,3,20,2022-01-31 06:45:58,2022-01-31 06:48:21,100,143,TRUE,2022-01-31 06:48:21,NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,2,2,3,3,25,5,4,6,4,72,5,5,6,4,70,2,1,4,4,30,2,2,4,3,20,1,1,1,3,5,"None of the above","Soccer","Diagnostic",2.75,20,-1.4982725269276
"R_2EnrYyc7pjEO6ZK","Robin",1,1,1,3,5,2022-01-31 06:45:58,2022-01-31 06:48:21,100,143,TRUE,2022-01-31 06:48:21,NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,2,2,3,3,25,5,4,6,4,72,5,5,6,4,70,2,1,4,4,30,2,2,4,3,20,1,1,1,3,5,"None of the above","Soccer","Diagnostic",1.5,5,-2.18026066723687
"R_3kMUGOJcj9TaWev","Sam",5,2,4,4,59,2022-01-31 06:46:06,2022-01-31 06:48:33,100,147,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,5,2,4,4,59,6,7,7,5,47,4,2,2,5,56,4,2,2,4,55,3,2,3,2,55,1,6,6,5,44,"None of the above","Swimming","Diagnostic",3.75,59,-0.42811534431225
"R_3kMUGOJcj9TaWev","Jackie",6,7,7,5,47,2022-01-31 06:46:06,2022-01-31 06:48:33,100,147,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,5,2,4,4,59,6,7,7,5,47,4,2,2,5,56,4,2,2,4,55,3,2,3,2,55,1,6,6,5,44,"None of the above","Swimming","Non-Diagnostic",6.25,47,0.119868337956153
"R_3kMUGOJcj9TaWev","Charlie",4,2,2,5,56,2022-01-31 06:46:06,2022-01-31 06:48:33,100,147,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,5,2,4,4,59,6,7,7,5,47,4,2,2,5,56,4,2,2,4,55,3,2,3,2,55,1,6,6,5,44,"None of the above","Swimming","Non-Diagnostic",3.25,56,-0.642625414839518
"R_3kMUGOJcj9TaWev","Francis",4,2,2,4,55,2022-01-31 06:46:06,2022-01-31 06:48:33,100,147,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,5,2,4,4,59,6,7,7,5,47,4,2,2,5,56,4,2,2,4,55,3,2,3,2,55,1,6,6,5,44,"None of the above","Swimming","Diagnostic",3,55,-0.740166252503746
"R_3kMUGOJcj9TaWev","Alex",3,2,3,2,55,2022-01-31 06:46:06,2022-01-31 06:48:33,100,147,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,5,2,4,4,59,6,7,7,5,47,4,2,2,5,56,4,2,2,4,55,3,2,3,2,55,1,6,6,5,44,"None of the above","Swimming","Diagnostic",2.5,55,-0.896391137434577
"R_3kMUGOJcj9TaWev","Robin",1,6,6,5,44,2022-01-31 06:46:06,2022-01-31 06:48:33,100,147,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,5,2,4,4,59,6,7,7,5,47,4,2,2,5,56,4,2,2,4,55,3,2,3,2,55,1,6,6,5,44,"None of the above","Swimming","Diagnostic",4.5,44,-0.485203944898192
"R_3Kr0QHEawxakSPF","Sam",3,2,3,3,23,2022-01-31 06:45:38,2022-01-31 06:48:33,100,175,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,3,2,3,3,23,5,4,5,5,60,4,5,4,4,53,3,2,3,3,25,3,2,2,1,20,1,1,2,1,7,"None of the above","Swimming","Diagnostic",2.75,23,-1.43998734133116
"R_3Kr0QHEawxakSPF","Jackie",5,4,5,5,60,2022-01-31 06:45:38,2022-01-31 06:48:33,100,175,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,3,2,3,3,23,5,4,5,5,60,4,5,4,4,53,3,2,3,3,25,3,2,2,1,20,1,1,2,1,7,"None of the above","Swimming","Non-Diagnostic",4.75,60,-0.0962371792517755
"R_3Kr0QHEawxakSPF","Charlie",4,5,4,4,53,2022-01-31 06:45:38,2022-01-31 06:48:33,100,175,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,3,2,3,3,23,5,4,5,5,60,4,5,4,4,53,3,2,3,3,25,3,2,2,1,20,1,1,2,1,7,"None of the above","Swimming","Non-Diagnostic",4.25,53,-0.388460830574294
"R_3Kr0QHEawxakSPF","Francis",3,2,3,3,25,2022-01-31 06:45:38,2022-01-31 06:48:33,100,175,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,3,2,3,3,23,5,4,5,5,60,4,5,4,4,53,3,2,3,3,25,3,2,2,1,20,1,1,2,1,7,"None of the above","Swimming","Diagnostic",2.75,25,-1.40113055093354
"R_3Kr0QHEawxakSPF","Alex",3,2,2,1,20,2022-01-31 06:45:38,2022-01-31 06:48:33,100,175,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,3,2,3,3,23,5,4,5,5,60,4,5,4,4,53,3,2,3,3,25,3,2,2,1,20,1,1,2,1,7,"None of the above","Swimming","Diagnostic",2,20,-1.73260985432385
"R_3Kr0QHEawxakSPF","Robin",1,1,2,1,7,2022-01-31 06:45:38,2022-01-31 06:48:33,100,175,TRUE,2022-01-31 06:48:34,NA,NA,NA,NA,"anonymous","EN","Yes",28,"Male",NA,3,2,3,3,23,5,4,5,5,60,4,5,4,4,53,3,2,3,3,25,3,2,2,1,20,1,1,2,1,7,"None of the above","Swimming","Diagnostic",1.25,7,-2.21951631930466
"R_1FzXASTgVLcz34v","Sam",2,2,3,2,20,2022-01-31 06:45:14,2022-01-31 06:48:38,100,203,TRUE,2022-01-31 06:48:38,NA,NA,NA,NA,"anonymous","EN","Yes",43,"Male",NA,2,2,3,2,20,5,5,5,5,75,5,5,5,5,75,2,2,4,2,25,2,2,4,2,20,2,2,2,2,20,"None of the above","Soccer","Diagnostic",2.25,20,-1.65449741185843
"R_1FzXASTgVLcz34v","Jackie",5,5,5,5,75,2022-01-31 06:45:14,2022-01-31 06:48:38,100,203,TRUE,2022-01-31 06:48:38,NA,NA,NA,NA,"anonymous","EN","Yes",43,"Male",NA,2,2,3,2,20,5,5,5,5,75,5,5,5,5,75,2,2,4,2,25,2,2,4,2,20,2,2,2,2,20,"None of the above","Soccer","Non-Diagnostic",5,75,0.273301191195828
"R_1FzXASTgVLcz34v","Charlie",5,5,5,5,75,2022-01-31 06:45:14,2022-01-31 06:48:38,100,203,TRUE,2022-01-31 06:48:38,NA,NA,NA,NA,"anonymous","EN","Yes",43,"Male",NA,2,2,3,2,20,5,5,5,5,75,5,5,5,5,75,2,2,4,2,25,2,2,4,2,20,2,2,2,2,20,"None of the above","Soccer","Non-Diagnostic",5,75,0.273301191195828
"R_1FzXASTgVLcz34v","Francis",2,2,4,2,25,2022-01-31 06:45:14,2022-01-31 06:48:38,100,203,TRUE,2022-01-31 06:48:38,NA,NA,NA,NA,"anonymous","EN","Yes",43,"Male",NA,2,2,3,2,20,5,5,5,5,75,5,5,5,5,75,2,2,4,2,25,2,2,4,2,20,2,2,2,2,20,"None of the above","Soccer","Diagnostic",2.5,25,-1.47924299339895
"R_1FzXASTgVLcz34v","Alex",2,2,4,2,20,2022-01-31 06:45:14,2022-01-31 06:48:38,100,203,TRUE,2022-01-31 06:48:38,NA,NA,NA,NA,"anonymous","EN","Yes",43,"Male",NA,2,2,3,2,20,5,5,5,5,75,5,5,5,5,75,2,2,4,2,25,2,2,4,2,20,2,2,2,2,20,"None of the above","Soccer","Diagnostic",2.5,20,-1.57638496939302
"R_1FzXASTgVLcz34v","Robin",2,2,2,2,20,2022-01-31 06:45:14,2022-01-31 06:48:38,100,203,TRUE,2022-01-31 06:48:38,NA,NA,NA,NA,"anonymous","EN","Yes",43,"Male",NA,2,2,3,2,20,5,5,5,5,75,5,5,5,5,75,2,2,4,2,25,2,2,4,2,20,2,2,2,2,20,"None of the above","Soccer","Diagnostic",2,20,-1.73260985432385
"R_3HXDeLC02Q8ivgo","Sam",6,5,6,5,92,2022-01-31 06:45:47,2022-01-31 06:48:57,100,190,TRUE,2022-01-31 06:48:58,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,6,5,6,5,92,6,5,6,5,74,5,6,5,4,64,5,6,5,4,75,4,5,6,5,73,5,6,5,4,73,"None of the above","Soccer","Diagnostic",5.5,92,0.759808794506472
"R_3HXDeLC02Q8ivgo","Jackie",6,5,6,5,74,2022-01-31 06:45:47,2022-01-31 06:48:57,100,190,TRUE,2022-01-31 06:48:58,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,6,5,6,5,92,6,5,6,5,74,5,6,5,4,64,5,6,5,4,75,4,5,6,5,73,5,6,5,4,73,"None of the above","Soccer","Non-Diagnostic",5.5,74,0.410097680927846
"R_3HXDeLC02Q8ivgo","Charlie",5,6,5,4,64,2022-01-31 06:45:47,2022-01-31 06:48:57,100,190,TRUE,2022-01-31 06:48:58,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,6,5,6,5,92,6,5,6,5,74,5,6,5,4,64,5,6,5,4,75,4,5,6,5,73,5,6,5,4,73,"None of the above","Soccer","Non-Diagnostic",5,64,0.0595888440088901
"R_3HXDeLC02Q8ivgo","Francis",5,6,5,4,75,2022-01-31 06:45:47,2022-01-31 06:48:57,100,190,TRUE,2022-01-31 06:48:58,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,6,5,6,5,92,6,5,6,5,74,5,6,5,4,64,5,6,5,4,75,4,5,6,5,73,5,6,5,4,73,"None of the above","Soccer","Diagnostic",5,75,0.273301191195828
"R_3HXDeLC02Q8ivgo","Alex",4,5,6,5,73,2022-01-31 06:45:47,2022-01-31 06:48:57,100,190,TRUE,2022-01-31 06:48:58,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,6,5,6,5,92,6,5,6,5,74,5,6,5,4,64,5,6,5,4,75,4,5,6,5,73,5,6,5,4,73,"None of the above","Soccer","Diagnostic",5,73,0.234444400798203
"R_3HXDeLC02Q8ivgo","Robin",5,6,5,4,73,2022-01-31 06:45:47,2022-01-31 06:48:57,100,190,TRUE,2022-01-31 06:48:58,NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,6,5,6,5,92,6,5,6,5,74,5,6,5,4,64,5,6,5,4,75,4,5,6,5,73,5,6,5,4,73,"None of the above","Soccer","Diagnostic",5,73,0.234444400798203
"R_DCyCCDcp6tg03kJ","Sam",1,1,1,1,0,2022-01-31 06:44:59,2022-01-31 06:49:07,100,248,TRUE,2022-01-31 06:49:08,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,1,1,1,0,5,5,5,5,69,5,5,5,5,71,2,2,2,2,16,2,2,2,2,1,1,1,1,1,0,"None of the above","Soccer","Diagnostic",1,0,-2.43362752816176
"R_DCyCCDcp6tg03kJ","Jackie",5,5,5,5,69,2022-01-31 06:44:59,2022-01-31 06:49:07,100,248,TRUE,2022-01-31 06:49:08,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,1,1,1,0,5,5,5,5,69,5,5,5,5,71,2,2,2,2,16,2,2,2,2,1,1,1,1,1,0,"None of the above","Soccer","Non-Diagnostic",5,69,0.156730820002953
"R_DCyCCDcp6tg03kJ","Charlie",5,5,5,5,71,2022-01-31 06:44:59,2022-01-31 06:49:07,100,248,TRUE,2022-01-31 06:49:08,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,1,1,1,0,5,5,5,5,69,5,5,5,5,71,2,2,2,2,16,2,2,2,2,1,1,1,1,1,0,"None of the above","Soccer","Non-Diagnostic",5,71,0.195587610400578
"R_DCyCCDcp6tg03kJ","Francis",2,2,2,2,16,2022-01-31 06:44:59,2022-01-31 06:49:07,100,248,TRUE,2022-01-31 06:49:08,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,1,1,1,0,5,5,5,5,69,5,5,5,5,71,2,2,2,2,16,2,2,2,2,1,1,1,1,1,0,"None of the above","Soccer","Diagnostic",2,16,-1.8103234351191
"R_DCyCCDcp6tg03kJ","Alex",2,2,2,2,1,2022-01-31 06:44:59,2022-01-31 06:49:07,100,248,TRUE,2022-01-31 06:49:08,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,1,1,1,0,5,5,5,5,69,5,5,5,5,71,2,2,2,2,16,2,2,2,2,1,1,1,1,1,0,"None of the above","Soccer","Diagnostic",2,1,-2.10174936310128
"R_DCyCCDcp6tg03kJ","Robin",1,1,1,1,0,2022-01-31 06:44:59,2022-01-31 06:49:07,100,248,TRUE,2022-01-31 06:49:08,NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,1,1,1,0,5,5,5,5,69,5,5,5,5,71,2,2,2,2,16,2,2,2,2,1,1,1,1,1,0,"None of the above","Soccer","Diagnostic",1,0,-2.43362752816176
"R_3MosIQuJh5QRLmF","Sam",7,7,7,7,100,2022-01-31 06:46:34,2022-01-31 06:49:07,100,153,TRUE,2022-01-31 06:49:08,NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,"Satisfied","Basketball","Diagnostic",7,100,1.38391061088947
"R_3MosIQuJh5QRLmF","Jackie",7,7,7,7,100,2022-01-31 06:46:34,2022-01-31 06:49:07,100,153,TRUE,2022-01-31 06:49:08,NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,"Satisfied","Basketball","Non-Diagnostic",7,100,1.38391061088947
"R_3MosIQuJh5QRLmF","Charlie",7,7,7,7,100,2022-01-31 06:46:34,2022-01-31 06:49:07,100,153,TRUE,2022-01-31 06:49:08,NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,"Satisfied","Basketball","Non-Diagnostic",7,100,1.38391061088947
"R_3MosIQuJh5QRLmF","Francis",7,7,7,7,100,2022-01-31 06:46:34,2022-01-31 06:49:07,100,153,TRUE,2022-01-31 06:49:08,NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,"Satisfied","Basketball","Diagnostic",7,100,1.38391061088947
"R_3MosIQuJh5QRLmF","Alex",7,7,7,7,100,2022-01-31 06:46:34,2022-01-31 06:49:07,100,153,TRUE,2022-01-31 06:49:08,NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,"Satisfied","Basketball","Diagnostic",7,100,1.38391061088947
